"","dataDate","PE"
"1","2014-01-02",70.7500817853457
"2","2014-01-03",72.8492600361197
"3","2014-01-06",70.0503557017544
"4","2014-01-07",71.3720605263158
"5","2014-01-08",73.0047547213622
"6","2014-01-09",73.0825020639835
"7","2014-01-10",72.1495339525284
"8","2014-01-13",70.827829127967
"9","2014-01-14",72.4605233230134
"10","2014-01-15",74.2487122033024
"11","2014-01-16",74.0154701754386
"12","2014-01-17",73.0825020639835
"13","2014-01-20",74.3264595459236
"14","2014-01-21",75.4149223426212
"15","2014-01-22",78.1360793343653
"16","2014-01-23",78.0583319917441
"17","2014-01-24",79.7687735294117
"18","2014-01-27",84.2003720588235
"19","2014-01-28",82.2566884932921
"20","2014-01-29",84.1226247162023
"21","2014-01-30",80.7017416408669
"22","2014-02-07",80.7017416408669
"23","2014-02-10",81.7124570949432
"24","2014-02-11",79.846520872033
"25","2014-02-12",82.7231725490196
"26","2014-02-13",79.6910261867905
"27","2014-02-14",80.0797628998968
"28","2014-02-17",82.5676778637771
"29","2014-02-18",82.4121831785346
"30","2014-02-19",88.3987285603715
"31","2014-02-20",85.6775715686275
"32","2014-02-21",83.1896566047471
"33","2014-02-24",80.5462469556243
"34","2014-02-25",75.9591537409701
"35","2014-02-26",73.8599754901961
"36","2014-02-27",71.9162919246646
"37","2014-02-28",72.6937653508772
"38","2014-03-03",71.7607972394221
"39","2014-03-04",71.2943131836945
"40","2014-03-05",73.1602494066047
"41","2014-03-06",73.548986119711
"42","2014-03-07",72.5382706656347
"43","2014-03-10",67.7956827657379
"44","2014-03-11",65.7742518575851
"45","2014-03-12",59.7099591331269
"46","2014-03-13",61.0316639576883
"47","2014-03-14",59.7877064757482
"48","2014-03-17",60.7984219298246
"49","2014-03-18",60.9539166150671
"50","2014-03-19",59.7099591331269
"51","2014-03-20",55.822592002064
"52","2014-03-21",57.4552861971104
"53","2014-03-24",57.7662755675955
"54","2014-03-25",59.1657277347781
"55","2014-03-26",58.6992436790506
"56","2014-03-27",57.0665494840041
"57","2014-03-28",56.0558340299278
"58","2014-03-31",139.411364319337
"59","2014-04-01",142.9860146865
"60","2014-04-02",143.184606373564
"61","2014-04-03",142.390239625306
"62","2014-04-04",144.971931557146
"63","2014-04-08",147.355031801921
"64","2014-04-09",147.950806863114
"65","2014-04-10",148.745173611373
"66","2014-04-11",149.340948672566
"67","2014-04-14",150.532498794954
"68","2014-04-15",146.759256740727
"69","2014-04-16",145.369114931275
"70","2014-04-17",147.553623488985
"71","2014-04-18",146.163481679533
"72","2014-04-21",140.205731067596
"73","2014-04-22",139.609956006402
"74","2014-04-23",139.411364319337
"75","2014-04-24",139.212772632273
"76","2014-04-25",133.255022020335
"77","2014-04-28",125.509946224816
"78","2014-04-29",127.893046469591
"79","2014-04-30",-84.8065567147411
"80","2014-05-05",-85.6053625864656
"81","2014-05-06",-86.0047655223278
"82","2014-05-07",-82.4101390995679
"83","2014-05-08",-83.0758106593383
"84","2014-05-09",-82.6764077234761
"85","2014-05-12",-86.6704370820981
"86","2014-05-13",-85.2059596506033
"87","2014-05-14",-85.4722282745115
"88","2014-05-15",-82.9426763473842
"89","2014-05-16",-86.1378998342818
"90","2014-05-19",-85.8716312103737
"91","2014-05-20",-86.9367057060063
"92","2014-05-21",-89.8656605689957
"93","2014-05-22",-88.9337203853173
"94","2014-05-23",-88.5343174494551
"95","2014-05-26",-89.1999890092254
"96","2014-05-27",-87.4692429538225
"97","2014-05-28",-91.8626752483068
"98","2014-05-29",-89.9987948809498
"99","2014-05-30",-92.395212496123
"100","2014-06-03",-91.1970036885364
"101","2014-06-04",-89.4662576331335
"102","2014-06-05",-91.3301380004905
"103","2014-06-06",-93.5934213037096
"104","2014-06-09",-100.250136901413
"105","2014-06-10",-100.516405525321
"106","2014-06-11",-98.253122222102
"107","2014-06-12",-96.5223761666991
"108","2014-06-13",-97.0549134145154
"109","2014-06-16",-96.7886447906073
"110","2014-06-17",-94.25909286348
"111","2014-06-18",-91.5964066243986
"112","2014-06-19",-87.4692429538225
"113","2014-06-20",-85.8716312103737
"114","2014-06-23",-87.8686458896847
"115","2014-06-24",-87.3361086418684
"116","2014-06-25",-87.4692429538225
"117","2014-06-26",-87.7355115777306
"118","2014-06-27",-87.7355115777306
"119","2014-06-30",-88.0017802016388
"120","2014-07-01",-87.3361086418684
"121","2014-07-02",-88.8005860733632
"122","2014-07-03",-90.398197816812
"123","2014-07-04",-89.8656605689957
"124","2014-07-07",-89.0668546972713
"125","2014-07-08",-88.8005860733632
"126","2014-07-09",-87.0698400179603
"127","2014-07-10",-85.4722282745115
"128","2014-07-11",-85.4722282745115
"129","2014-07-14",-87.6023772657766
"130","2014-07-15",-87.2029743299144
"131","2014-07-16",-88.5343174494551
"132","2014-07-17",-88.5343174494551
"133","2014-07-18",-87.3361086418684
"134","2014-07-21",-86.9367057060063
"135","2014-07-22",-86.0047655223278
"136","2014-07-23",-86.40416845819
"137","2014-07-24",-85.2059596506033
"138","2014-07-25",-86.537302770144
"139","2014-07-28",-88.2680488255469
"140","2014-07-29",-95.3241673591125
"141","2014-07-30",-93.5934213037096
"142","2014-07-31",-93.5934213037096
"143","2014-08-01",-93.8596899276178
"144","2014-08-04",-91.4632723124445
"145","2014-08-05",-92.7946154319852
"146","2014-08-06",-95.5904359830206
"147","2014-08-07",-94.7916301112962
"148","2014-08-08",-93.8596899276178
"149","2014-08-11",-95.3241673591125
"150","2014-08-12",-96.9217791025613
"151","2014-08-13",-95.9898389188828
"152","2014-08-14",-95.5904359830206
"153","2014-08-15",-96.9217791025613
"154","2014-08-18",-98.253122222102
"155","2014-08-19",-102.11401726877
"156","2014-08-20",-100.649539837275
"157","2014-08-20",-100.649539837275
"158","2014-08-22",-107.971926994749
"159","2014-08-25",-107.306255434979
"160","2014-08-26",-103.179091764403
"161","2014-08-27",-102.247151580724
"162","2014-08-28",-102.513420204632
"163","2014-08-29",-98.1199879101479
"164","2014-09-01",-48.8996644613069
"165","2014-09-02",-50.2873576419656
"166","2014-09-03",-50.7499220355185
"167","2014-09-04",-50.7499220355185
"168","2014-09-05",-50.7499220355185
"169","2014-09-05",-50.7499220355185
"170","2014-09-10",-52.2036958438276
"171","2014-09-11",-52.5340989820797
"172","2014-09-12",-54.979082205145
"173","2014-09-15",-56.0363722475516
"174","2014-09-16",-53.7235502797871
"175","2014-09-17",-57.9527104494137
