ticker,dataDate,accountsPayablesTDays,accountsPayablesTRate,ARTDays,ARTRate,cashToCurrentDebt,costRatio,currentAssetsTRate,DAVOL10,DAVOL20,DAVOL5,debtsAssetRatio,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,equityTRate,fixedAssetTRate,grossIncomeRatio,inventoryTDays,inventoryTRate,MA10,MA120,MA20,MA5,MA60,netAssetGrowthRate,netProfitGrowthRate,netProfitRatio,NPParentCompanyYOY,operaProfitRatio,operatingRevenueGrowthRate,operProfitGrowthRrate,PB,PE,PS,REVS10,REVS20,REVS5,ROA5,taxRatio,totalAssetGrowthRate,totalProfitGrowthRate,VOL10,VOL120,VOL20,VOL5,VOL60,salesCostRatio,NPToTOR,operatingProfitToTOR,EBITToTOR,operatingProfitRatio,adminiExpenseRate,financialExpenseRate,currentRatio,quickRatio,debtEquityRatio,operCashInToCurrentDebt,PCF,REC,DAREC,GREC,FEP,DAFE,GFE,FSP,DAFS,GFS,FGE,FGS,ASSI,LCAP,LFLO,CMRA,DHILO,DVRAT,HBETA,HSIGMA,DDNBT,DDNCR,DDNSR,RSTR12,RSTR24,MNDTO3,MNDTO6,MNDTO12,TOBT,BTOP,CTOP,CTP5,ETOP,ETP5,EGRO,ROA,ROE,ROE5,SUE,BLEV,DTOA,MLEV,financingCashGrowthRate,operCashGrowthRate,longDebtToAsset,bondsPayableToAsset,equityToAsset,equityFixedAssetRatio,dilutedEPSTTM,operatingProfitGrowthRate,NPParentCompanyGrowthRate,fixAssetRatio,instangleAssetRatio,currentAssetsRatio,nonCurrentAssetsRatio,saleServiceCashToORTTM,cashRateOfSalesTTM,NOCFToOperatingNITTM,fixedAssetsTRate,WVAD,PSY,RSI,MFI
"600578","2014-01-02",100.550433317668,3.58029287514511,42.1234128926668,8.54631605746911,0.3,68.32,2.61112438936544,-0.35,-0.26,-0.32,0.46,3.64,3.85,3.73,3.62,3.87,104.0,0.728309497053816,0.63,0.316808572652917,12.6994443324427,28.3476969996493,3.65,3.84,3.76,3.62,3.91,3.31273129775697,0.157290990803692,0.28266944407942,36.01,30.8,,39.99,1.29,7.48869881953471,1.59810097350065,0.95,0.91,0.99,0.0724682848023489,1.41,2.37524476433856,0.0723241610050437,0.3,0.73,0.38,0.31,0.69,0.683191427347083,0.28266944407942,0.308024969220253,0.384491987904947,0.308024969220253,0.0305863152508031,0.0747994467253858,0.743968033062744,0.664712818557696,1.067679807034,0.82484964866058,4.20175372537466,0.75,0.0,0.0,0.406578830282938,0.00398497032612599,12.0,1.88091371933718,0.0,-15.0,0.402689693440899,0.0394201137497034,24.0767337140645,23.5423131420348,22.4408814117432,0.244976743047019,0.0220394595662914,0.0193636385935609,0.659953660164854,0.0155397743128217,0.845341847767071,0.490937420636031,1.72189328463064,-0.0179340058904658,0.0932476555814724,0.00698972292751545,0.0072292617740235,0.00764658789848451,1.30309865918237,2.0234393183255,0.0,0.016402017017439,,0.17273647118004,0.625467963253543,0.0987539993725464,0.228174913506912,0.209788467250515,2.70590639151898,0.488353036839059,0.605861774832141,0.658856470327654,-2.47301267826765,0.138419050314062,0.130976341820375,0.100485646999239,0.537908662379214,0.833576143416369,0.482059712507479,0.0758706787688578,0.141917577969868,0.645302371748096,0.0127713846116279,,0.880152513096407,1.08087437702511,0.380341418834145,1.90589668276327,0.645302371748096,-5.21583033552538E7,-0.25,19.149107790391,39.9512030625199
"600578","2014-01-03",100.550433317668,3.58029287514511,42.1234128926668,8.54631605746911,0.3,68.32,2.61112438936544,-0.32,-0.29,-0.26,0.46,3.62,3.85,3.7,3.6,3.86,104.0,0.728309497053816,0.63,0.316808572652917,12.6994443324427,28.3476969996493,3.63,3.84,3.74,3.61,3.91,3.31273129775697,0.157290990803692,0.28266944407942,36.01,30.8,,39.99,1.26,7.32274427505748,1.56268599347848,0.93,0.9,0.98,0.0724682848023489,1.41,2.37524476433856,0.0723241610050437,0.33,0.73,0.37,0.36,0.69,0.683191427347083,0.28266944407942,0.308024969220253,0.384491987904947,0.308024969220253,0.0305863152508031,0.0747994467253858,0.743968033062744,0.664712818557696,1.067679807034,0.82484964866058,4.10864006941068,0.75,0.0,0.0,0.392201370600363,0.0,10.0,1.987263693448,0.0,-13.0,0.345632685923826,0.0921400097758478,24.0767337140645,23.5367882661028,22.4353565358113,0.244976743047019,0.0213293733845135,0.0209531010905009,0.660196160028847,0.0155084047124725,0.842636860807453,0.490182460355665,1.71902695211913,-0.023458842850443,0.0877228186214953,0.00691942806432192,0.00722612995258416,0.00762560402196163,1.3034059153944,2.03464950845472,0.0,0.016402017017439,,0.17273647118004,0.625467963253543,0.0987539993725464,0.228174913506912,0.209788467250515,2.70590639151898,0.488353036839059,0.605861774832141,0.660097174901608,-2.47301267826765,0.138419050314062,0.130976341820375,0.100485646999239,0.537908662379214,0.833576143416369,0.482059712507479,0.0758706787688578,0.141917577969868,0.645302371748096,0.0127713846116279,,0.880152513096407,1.08087437702511,0.380341418834145,1.90589668276327,0.645302371748096,-5.10506246137857E7,-0.25,23.0771105655673,33.3627147783771
"600578","2014-01-06",100.550433317668,3.58029287514511,42.1234128926668,8.54631605746911,0.3,68.32,2.61112438936544,-0.29,-0.29,-0.21,0.46,3.58,3.85,3.68,3.53,3.85,104.0,0.728309497053816,0.63,0.316808572652917,12.6994443324427,28.3476969996493,3.6,3.84,3.71,3.56,3.9,3.31273129775697,0.157290990803692,0.28266944407942,36.01,30.8,,39.99,1.21,7.03232382222234,1.50070977843967,0.92,0.87,0.94,0.0724682848023489,1.41,2.37524476433856,0.0723241610050437,0.31,0.73,0.36,0.4,0.69,0.683191427347083,0.28266944407942,0.308024969220253,0.384491987904947,0.308024969220253,0.0305863152508031,0.0747994467253858,0.743968033062744,0.664712818557696,1.067679807034,0.82484964866058,3.94569117147371,0.75,0.0,0.0,0.40108978693125,0.0,9.0,2.03230083097657,0.0,-12.0,0.345632685923826,0.0921400097758478,24.0767337140645,23.5143783647032,22.4129466344117,0.244041939689958,0.0220394595662914,0.03164438814966,0.662839053327923,0.0145132684046862,0.846655530310625,0.490959186932987,1.72449269276264,-0.0201395011973201,0.118524757675239,0.00688553154038694,0.00728455013262874,0.0076117947870443,1.31771161133846,2.08076054547353,0.0,0.016402017017439,,0.17273647118004,0.625467963253543,0.0987539993725464,0.228174913506912,0.209788467250515,2.70590639151898,0.488353036839059,0.605861774832141,0.665107075711074,-2.47301267826765,0.138419050314062,0.130976341820375,0.100485646999239,0.537908662379214,0.833576143416369,0.482059712507479,0.0758706787688578,0.141917577969868,0.645302371748096,0.0127713846116279,,0.880152513096407,1.08087437702511,0.380341418834145,1.90589668276327,0.645302371748096,-5.2281372198508E7,-0.25,19.5654219228575,18.4561105545783
"600578","2014-01-07",100.550433317668,3.58029287514511,42.1234128926668,8.54631605746911,0.3,68.32,2.61112438936544,-0.31,-0.29,-0.2,0.46,3.55,3.84,3.65,3.48,3.84,104.0,0.728309497053816,0.63,0.316808572652917,12.6994443324427,28.3476969996493,3.57,3.84,3.69,3.51,3.89,3.31273129775697,0.157290990803692,0.28266944407942,36.01,30.8,,39.99,1.21,7.03232382222234,1.50070977843967,0.93,0.87,0.93,0.0724682848023489,1.41,2.37524476433856,0.0723241610050437,0.31,0.72,0.35,0.35,0.68,0.683191427347083,0.28266944407942,0.308024969220253,0.384491987904947,0.308024969220253,0.0305863152508031,0.0747994467253858,0.743968033062744,0.664712818557696,1.067679807034,0.82484964866058,3.94569117147371,0.75,0.0,0.0,0.417653966922511,0.0,7.0,2.11623065880451,0.0,-10.0,0.345632685923826,0.0921400097758478,24.0767337140645,23.4739104151504,22.3724786848588,0.252225904271579,0.0220631234845674,0.0260371374704189,0.674820242640137,0.014585148466291,0.87062559232986,0.500511342244865,1.73947225336589,-0.0606076802704455,0.0633935108014878,0.00683942707828855,0.00725731676542111,0.00759647416695699,1.3177689120597,2.16669165944589,0.0,0.016402017017439,,0.17273647118004,0.625467963253543,0.0987539993725464,0.228174913506912,0.209788467250515,2.70590639151898,0.488353036839059,0.605861774832141,0.674059852630923,-2.47301267826765,0.138419050314062,0.130976341820375,0.100485646999239,0.537908662379214,0.833576143416369,0.482059712507479,0.0758706787688578,0.141917577969868,0.645302371748096,0.0127713846116279,,0.880152513096407,1.08087437702511,0.380341418834145,1.90589668276327,0.645302371748096,-5.85702496741394E7,-0.333333333333333,15.0001537685873,19.1615646284797
"600578","2014-01-08",100.550433317668,3.58029287514511,42.1234128926668,8.54631605746911,0.3,68.32,2.61112438936544,-0.31,-0.29,-0.24,0.46,3.51,3.84,3.62,3.43,3.82,104.0,0.728309497053816,0.63,0.316808572652917,12.6994443324427,28.3476969996493,3.54,3.84,3.66,3.46,3.87,3.31273129775697,0.157290990803692,0.28266944407942,36.01,30.8,,39.99,1.2,6.97009086804338,1.48742916093136,0.92,0.87,0.93,0.0724682848023489,1.41,2.37524476433856,0.0723241610050437,0.31,0.71,0.34,0.32,0.65,0.683191427347083,0.28266944407942,0.308024969220253,0.384491987904947,0.308024969220253,0.0305863152508031,0.0747994467253858,0.743968033062744,0.664712818557696,1.067679807034,0.82484964866058,3.91077355048722,0.75,0.0,0.0,0.417653966922511,0.0,7.0,2.11623065880451,0.0,-10.0,0.345632685923826,0.0921400097758478,24.0767337140645,23.4739104151504,22.3724786848588,0.244041939689958,0.0220867874028434,0.0289187839522258,0.674533117539481,0.0145807044234567,0.868950960562957,0.501157467445738,1.73388808310442,-0.0481850704888861,0.0633935108014878,0.00677106895997969,0.00721811380270169,0.0075689503449006,1.32134614138799,2.16669165944589,0.0,0.016402017017439,,0.17273647118004,0.625467963253543,0.0987539993725464,0.228174913506912,0.209788467250515,2.70590639151898,0.488353036839059,0.605861774832141,0.674059852630923,-2.47301267826765,0.138419050314062,0.130976341820375,0.100485646999239,0.537908662379214,0.833576143416369,0.482059712507479,0.0758706787688578,0.141917577969868,0.645302371748096,0.0127713846116279,,0.880152513096407,1.08087437702511,0.380341418834145,1.90589668276327,0.645302371748096,-7.3207668937866E7,-0.25,15.517380005224,20.0281490886396
"600578","2014-01-09",100.550433317668,3.58029287514511,42.1234128926668,8.54631605746911,0.3,68.32,2.61112438936544,-0.29,-0.29,-0.25,0.46,3.47,3.83,3.59,3.37,3.8,104.0,0.728309497053816,0.63,0.316808572652917,12.6994443324427,28.3476969996493,3.51,3.84,3.63,3.39,3.86,3.31273129775697,0.157290990803692,0.28266944407942,36.01,30.8,,39.99,1.18,6.82488064162581,1.45644105341195,0.9,0.86,0.91,0.0724682848023489,1.41,2.37524476433856,0.0723241610050437,0.32,0.71,0.34,0.32,0.63,0.683191427347083,0.28266944407942,0.308024969220253,0.384491987904947,0.308024969220253,0.0305863152508031,0.0747994467253858,0.743968033062744,0.664712818557696,1.067679807034,0.82484964866058,3.82929910151874,0.75,0.0,0.0,0.421383020198605,0.0,6.0,2.13512557540098,0.0,-9.0,0.345632685923826,0.0921400097758478,24.0767337140645,23.4650214677331,22.3635897374416,0.237861080614877,0.0220867874028434,0.0323940140840466,0.680548294412176,0.0145517878497843,0.861365409627755,0.499247185130309,1.72532852519324,-0.0722361684607432,0.0545047034887536,0.00670654643226068,0.00719707462831737,0.00755177972416798,1.32073223224265,2.18603712069094,0.0,0.016402017017439,,0.17273647118004,0.625467963253543,0.0987539993725464,0.228174913506912,0.209788467250515,2.70590639151898,0.488353036839059,0.605861774832141,0.676009752794185,-2.47301267826765,0.138419050314062,0.130976341820375,0.100485646999239,0.537908662379214,0.833576143416369,0.482059712507479,0.0758706787688578,0.141917577969868,0.645302371748096,0.0127713846116279,,0.880152513096407,1.08087437702511,0.380341418834145,1.90589668276327,0.645302371748096,-9.32121210142909E7,-0.25,18.0001905612806,24.7090903359227
"600578","2014-01-10",100.550433317668,3.58029287514511,42.1234128926668,8.54631605746911,0.3,68.32,2.61112438936544,-0.29,-0.3,-0.25,0.46,3.43,3.82,3.55,3.31,3.79,104.0,0.728309497053816,0.63,0.316808572652917,12.6994443324427,28.3476969996493,3.47,3.83,3.6,3.33,3.85,3.31273129775697,0.157290990803692,0.28266944407942,36.01,30.8,,39.99,1.15,6.67967041520824,1.42545294589255,0.89,0.84,0.91,0.0724682848023489,1.41,2.37524476433856,0.0723241610050437,0.32,0.7,0.33,0.27,0.6,0.683191427347083,0.28266944407942,0.308024969220253,0.384491987904947,0.308024969220253,0.0305863152508031,0.0747994467253858,0.743968033062744,0.664712818557696,1.067679807034,0.82484964866058,3.74782465255025,0.75,0.0,0.0,0.430348616373043,0.0,5.0,2.18055377913291,0.0,-8.0,0.345632685923826,0.0921400097758478,24.0767337140645,23.4439680585353,22.3425363282438,0.216347396276727,0.0226334855207035,0.0343772065805046,0.65891928739469,0.0144503932120563,0.86001454650425,0.497057167546996,1.73021254426019,-0.173437373175431,0.00334165670826348,0.00666220086096401,0.00716399701297524,0.0074584301541779,1.32802757659482,2.23254854879075,0.0,0.016402017017439,,0.17273647118004,0.625467963253543,0.0987539993725464,0.228174913506912,0.209788467250515,2.70590639151898,0.488353036839059,0.605861774832141,0.680603689410462,-2.47301267826765,0.138419050314062,0.130976341820375,0.100485646999239,0.537908662379214,0.833576143416369,0.482059712507479,0.0758706787688578,0.141917577969868,0.645302371748096,0.0127713846116279,,0.880152513096407,1.08087437702511,0.380341418834145,1.90589668276327,0.645302371748096,-1.1298040183774E8,-0.25,17.3078821404847,24.8592433473398
"600578","2014-01-13",100.550433317668,3.58029287514511,42.1234128926668,8.54631605746911,0.3,68.32,2.61112438936544,-0.28,-0.3,-0.29,0.46,3.38,3.82,3.52,3.27,3.77,104.0,0.728309497053816,0.63,0.316808572652917,12.6994443324427,28.3476969996493,3.43,3.83,3.57,3.29,3.83,3.31273129775697,0.157290990803692,0.28266944407942,36.01,30.8,,39.99,1.15,6.65892609714859,1.42102607338978,0.89,0.82,0.95,0.0724682848023489,1.41,2.37524476433856,0.0723241610050437,0.32,0.7,0.31,0.24,0.59,0.683191427347083,0.28266944407942,0.308024969220253,0.384491987904947,0.308024969220253,0.0305863152508031,0.0747994467253858,0.743968033062744,0.664712818557696,1.067679807034,0.82484964866058,3.73618544555475,0.75,0.0,0.0,0.439704021076805,0.0,6.0,2.22795712215754,0.0,-7.0,0.345632685923826,0.0921400097758478,24.0767337140645,23.4224618533143,22.3210301230228,0.250650949300547,0.0232197874095897,0.0402544730042156,0.661772529289983,0.014364798825836,0.871369201737993,0.501515886030351,1.73747078808439,-0.18733929563996,-0.0391297796276936,0.00664079654962208,0.00705959493739426,0.00740816511749672,1.3313821139127,2.28108221289489,0.0,0.016402017017439,,0.17273647118004,0.625467963253543,0.0987539993725464,0.228174913506912,0.209788467250515,2.70590639151898,0.488353036839059,0.605861774832141,0.685260490955225,-2.47301267826765,0.138419050314062,0.130976341820375,0.100485646999239,0.537908662379214,0.833576143416369,0.482059712507479,0.0758706787688578,0.141917577969868,0.645302371748096,0.0127713846116279,,0.880152513096407,1.08087437702511,0.380341418834145,1.90589668276327,0.645302371748096,-1.29952468612379E8,-0.416666666666667,13.7932448448096,27.2040437550721
"600578","2014-01-14",100.550433317668,3.58029287514511,42.1234128926668,8.54631605746911,0.3,68.32,2.61112438936544,-0.27,-0.33,-0.32,0.46,3.35,3.81,3.49,3.26,3.75,104.0,0.728309497053816,0.63,0.316808572652917,12.6994443324427,28.3476969996493,3.39,3.83,3.54,3.27,3.81,3.31273129775697,0.157290990803692,0.28266944407942,36.01,30.8,,39.99,1.17,6.80413632356616,1.45201418090918,0.9,0.86,0.97,0.0724682848023489,1.41,2.37524476433856,0.0723241610050437,0.3,0.7,0.3,0.25,0.57,0.683191427347083,0.28266944407942,0.308024969220253,0.384491987904947,0.308024969220253,0.0305863152508031,0.0747994467253858,0.743968033062744,0.664712818557696,1.067679807034,0.82484964866058,3.81765989452324,0.75,0.0,0.0,0.441073815534988,0.0,8.0,2.23489779855056,0.0,-5.0,0.345632685923826,0.0921400097758478,24.0767337140645,23.4193514308999,22.3179197006084,0.241082645776039,0.0226995875161067,0.0507056412856639,0.661901070639763,0.0143343380666,0.871119197716027,0.501741896531099,1.73618986921104,-0.190449788921921,-0.0255035159247584,0.00657481139864394,0.00702131987071661,0.007387096770074,1.33283288016085,2.28818838801295,0.0,0.016402017017439,,0.17273647118004,0.625467963253543,0.0987539993725464,0.228174913506912,0.209788467250515,2.70590639151898,0.488353036839059,0.605861774832141,0.685930955465044,-2.47301267826765,0.138419050314062,0.130976341820375,0.100485646999239,0.537908662379214,0.833576143416369,0.482059712507479,0.0758706787688578,0.141917577969868,0.645302371748096,0.0127713846116279,,0.880152513096407,1.08087437702511,0.380341418834145,1.90589668276327,0.645302371748096,-1.45225418144161E8,-0.583333333333333,10.5264035614568,27.9704209266065
"600578","2014-01-15",100.550433317668,3.58029287514511,42.1234128926668,8.54631605746911,0.3,68.32,2.61112438936544,-0.3,-0.34,-0.34,0.46,3.32,3.81,3.46,3.25,3.73,104.0,0.728309497053816,0.63,0.316808572652917,12.6994443324427,28.3476969996493,3.35,3.83,3.51,3.25,3.8,3.31273129775697,0.157290990803692,0.28266944407942,36.01,30.8,,39.99,1.16,6.76264768744685,1.44316043590364,0.9,0.85,0.97,0.0724682848023489,1.41,2.37524476433856,0.0723241610050437,0.28,0.7,0.29,0.24,0.55,0.683191427347083,0.28266944407942,0.308024969220253,0.384491987904947,0.308024969220253,0.0305863152508031,0.0747994467253858,0.743968033062744,0.664712818557696,1.067679807034,0.82484964866058,3.79438148053224,0.75,0.0,0.0,0.431660654837595,0.0,8.0,2.18720180894734,0.0,-5.0,0.345632685923826,0.0921400097758478,24.0767337140645,23.440923916154,22.3394921858625,0.232774902448885,0.0226995875161067,0.0551291857382941,0.666279247595365,0.0143682392436904,0.871119197716027,0.501741896531099,1.73618986921104,-0.222140524531017,-0.00393090735433583,0.00645586803809896,0.00698542652081381,0.00733006727023127,1.32817388662126,2.23935509924438,0.0,0.016402017017439,,0.17273647118004,0.625467963253543,0.0987539993725464,0.228174913506912,0.209788467250515,2.70590639151898,0.488353036839059,0.605861774832141,0.681265067979599,-2.47301267826765,0.138419050314062,0.130976341820375,0.100485646999239,0.537908662379214,0.833576143416369,0.482059712507479,0.0758706787688578,0.141917577969868,0.645302371748096,0.0127713846116279,,0.880152513096407,1.08087437702511,0.380341418834145,1.90589668276327,0.645302371748096,-1.5031026201096E8,-0.416666666666667,22.4139161052458,28.1320117511123
