ticker,dataDate,cashToCurrentDebt,DAVOL10,DAVOL20,DAVOL5,debtsAssetRatio,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,fixedAssetTRate,MA10,MA120,MA20,MA5,MA60,netAssetGrowthRate,netProfitGrowthRate,netProfitRatio,NPParentCompanyYOY,operaProfitRatio,operatingRevenueGrowthRate,operProfitGrowthRrate,PB,PE,PS,REVS10,REVS20,REVS5,ROA5,taxRatio,totalAssetGrowthRate,totalProfitGrowthRate,VOL10,VOL120,VOL20,VOL5,VOL60,NPToTOR,operatingProfitToTOR,operatingProfitRatio,debtEquityRatio,PCF,REC,DAREC,GREC,FEP,DAFE,GFE,FSP,DAFS,GFS,FGE,FGS,ASSI,LCAP,LFLO,CMRA,DHILO,DVRAT,HBETA,HSIGMA,DDNBT,DDNCR,DDNSR,RSTR12,RSTR24,MNDTO3,MNDTO6,MNDTO12,TOBT,BTOP,CTOP,ETOP,EGRO,ROA,ROE,ROE5,SUE,BLEV,DTOA,MLEV,financingCashGrowthRate,equityToAsset,dilutedEPSTTM,operatingProfitGrowthRate,NPParentCompanyGrowthRate,WVAD,PSY,RSI,MFI
"002673","2014-01-02",0.97,-0.05,-0.3,-0.65,0.58,12.89,12.85,13.0,12.9,12.8,17.0,6.52,12.91,12.83,13.04,12.8,12.75,-0.0787341336269834,0.734620375959168,0.21344232865385,130.37,28.91,,137.59,3.41,72.6116512756287,15.4917675848382,0.98,0.98,1.03,0.0360561957100307,4.52,0.0120608290238813,0.674633253815813,4.23,4.81,4.29,3.49,3.95,0.21344232865385,0.289144978725286,0.289144978725286,1.36754440738611,-16.5506339692264,0.583333333333333,0.0,-4.0,0.0754028137936689,0.0,0.0,0.263137103526069,0.0,0.0,1.69285139848877,0.409109581821566,23.0765589202052,23.4858042233327,22.1692967739219,0.747723064565795,0.0309862125742457,0.191032394636507,1.36918512863445,0.0165416912090862,1.45980440137206,0.624807491503789,2.33640668721592,-0.0982020657577074,-0.0493287621873068,0.0392119085603325,0.0481186110580664,0.0671343281845199,0.131169604799407,1.04941929262113,0.0197822656453629,,-0.273192988939045,0.019817646220643,0.04691915747724,0.148617355490217,-1.53830163729569,0.0,0.0,0.0,-1.36371663005723,0.422378561044204,0.180824974633333,0.693989945082385,0.731081367577726,-7.25614902039454E7,0.0,45.2531783055516,56.525365027763
"002673","2014-01-03",0.97,-0.16,-0.32,-0.43,0.58,12.9,12.87,13.0,13.03,12.8,17.0,6.52,12.88,12.85,13.02,12.97,12.75,-0.0787341336269834,0.734620375959168,0.21344232865385,130.37,28.91,,137.59,3.41,72.7775575618639,15.5271638550244,0.98,0.98,1.07,0.0360561957100307,4.52,0.0120608290238813,0.674633253815813,4.12,4.83,4.32,3.73,3.97,0.21344232865385,0.289144978725286,0.289144978725286,1.36754440738611,-16.5884495837791,0.5625,-0.020833333333333,-3.0,0.0869064244832682,0.0,0.0,0.283682499860839,0.0,0.0,2.08721952890124,0.511074992944615,23.0765589202052,23.4804870820551,22.1639796326443,0.747723064565795,0.030734614649661,0.190936903632209,1.36923864488768,0.0165059333272442,1.45846881962563,0.625062965430292,2.33331504230397,-0.103519180007066,-0.054645876436665,0.0390865132390183,0.0479771221817242,0.0669849686466719,0.131422020593713,1.05501406417356,0.0198877308849041,,-0.273192988939045,0.019817646220643,0.04691915747724,0.148617355490217,-1.53830163729569,0.0,0.0,0.0,-1.36371663005723,0.422378561044204,0.180824974633333,0.693989945082385,0.731081367577726,-1.03756171044555E8,0.0,49.9999999999962,56.4736801638022
"002673","2014-01-06",0.97,-0.16,-0.25,0.06,0.58,12.95,12.88,13.03,13.17,12.82,17.0,6.52,12.87,12.87,13.04,13.12,12.76,-0.0787341336269834,0.734620375959168,0.21344232865385,130.37,28.91,,137.59,3.47,73.9389015655107,15.774937746328,1.0,1.02,1.06,0.0360561957100307,4.52,0.0120608290238813,0.674633253815813,4.13,4.84,4.44,4.3,4.01,0.21344232865385,0.289144978725286,0.289144978725286,1.36754440738611,-16.8531588856479,0.5625,-0.020833333333333,-3.0,0.0867083095338383,0.0,0.0,0.283035807231976,0.0,0.0,2.08721952890124,0.511074992944615,23.0765589202052,23.4827693196375,22.1662618702268,0.68195146349755,0.0304830167250763,0.190891685999552,1.36342473039728,0.0165696504497603,1.45253505076974,0.621908376769472,2.33560940007754,-0.077056097760701,-0.0523635827313084,0.0391937009819316,0.0480797874335237,0.066604502312122,0.131812074639243,1.05260901691481,0.0198423941123701,,-0.273192988939045,0.019817646220643,0.04691915747724,0.148617355490217,-1.53830163729569,0.0,0.0,0.0,-1.36371663005723,0.422378561044204,0.180824974633333,0.693989945082385,0.731081367577726,-1.2189090542883E8,0.0,50.3472306820664,53.9198537677065
"002673","2014-01-07",0.97,-0.24,-0.18,0.43,0.58,12.95,12.88,13.02,13.15,12.82,17.0,6.52,12.88,12.87,13.03,13.17,12.75,-0.0787341336269834,0.734620375959168,0.21344232865385,130.37,28.91,,137.59,3.36,71.6715156536289,15.2911887204496,1.01,0.99,1.02,0.0360561957100307,4.52,0.0120608290238813,0.674633253815813,4.13,4.77,4.5,4.76,4.05,0.21344232865385,0.289144978725286,0.289144978725286,1.36754440738611,-16.3363454867612,0.5625,-0.020833333333333,-6.0,0.0853463989128879,0.0,0.0,0.27859021863671,0.0,0.0,2.08721952890124,0.511074992944615,23.0765589202052,23.4986007848542,22.1820933354434,0.648291262004915,0.030734614649661,0.189837621085382,1.34266697548003,0.0167737026729474,1.40339785708712,0.601503157080423,2.33315127371722,-0.06122471347932,-0.0365321984499274,0.039512509213237,0.0481734267859786,0.0665753061682609,0.131847021299218,1.03607589099468,0.0195307334718617,,-0.273192988939045,0.019817646220643,0.04691915747724,0.148617355490217,-1.53830163729569,0.0,0.0,0.0,-1.36371663005723,0.422378561044204,0.180824974633333,0.693989945082385,0.731081367577726,-9.18368820337084E7,0.0,48.5611532502979,63.4426326253187
"002673","2014-01-08",0.97,-0.19,-0.05,0.91,0.58,13.0,12.89,13.02,13.13,12.82,17.0,6.52,12.94,12.88,13.03,13.14,12.75,-0.0787341336269834,0.734620375959168,0.21344232865385,130.37,28.91,,137.59,3.39,72.3351407985699,15.4327738011945,1.04,1.0,0.99,0.0360561957100307,4.52,0.0120608290238813,0.674633253815813,4.12,4.74,4.62,4.68,4.08,0.21344232865385,0.289144978725286,0.289144978725286,1.36754440738611,-16.4876079449719,0.5625,-0.020833333333333,-7.0,0.0880464007303481,0.0,0.0,0.287403643763334,0.0,0.0,2.08721952890124,0.511074992944615,23.0765589202052,23.4674550846645,22.1509476352537,0.649490542580397,0.0309862125742457,0.186319181416071,1.34299651687946,0.0168736443422457,1.37830071430282,0.591373087714287,2.33067879302739,-0.0916709266396159,-0.0676778757586569,0.0396676538676633,0.048184906503438,0.0664341053005565,0.131741536578268,1.06885298322522,0.0201486038980548,,-0.273192988939045,0.019817646220643,0.04691915747724,0.148617355490217,-1.53830163729569,0.0,0.0,0.0,-1.36371663005723,0.422378561044204,0.180824974633333,0.693989945082385,0.731081367577726,-9.8997256856469E7,0.0,42.4528401445534,62.6098779702983
"002673","2014-01-09",0.97,-0.11,0.13,0.98,0.58,12.96,12.89,13.0,12.99,12.82,17.0,6.52,12.93,12.88,13.03,13.05,12.75,-0.0787341336269834,0.734620375959168,0.21344232865385,130.37,28.91,,137.59,3.28,70.0124527912764,14.9372260185873,0.99,0.99,0.96,0.0360561957100307,4.52,0.0120608290238813,0.674633253815813,4.3,4.7,4.73,5.12,4.1,0.21344232865385,0.289144978725286,0.289144978725286,1.36754440738611,-15.9581893412343,0.5625,-0.020833333333333,-9.0,0.087238635586033,0.0,0.0,0.284766913086606,0.0,0.0,2.08721952890124,0.511074992944615,23.0765589202052,23.4766717397694,22.1601642903586,0.669587244279519,0.0309862125742457,0.186558673069923,1.33814264102088,0.0168563423888877,1.38025751268086,0.591502635346717,2.33347652267314,-0.0740213255025404,-0.0584613128325736,0.0399527707885813,0.0482123148963034,0.0662618345940319,0.131800920005547,1.05904699255343,0.0199637543210085,,-0.273192988939045,0.019817646220643,0.04691915747724,0.148617355490217,-1.53830163729569,0.0,0.0,0.0,-1.36371663005723,0.422378561044204,0.180824974633333,0.693989945082385,0.731081367577726,-7.94039132852551E7,0.166666666666667,44.8170694068764,61.9073025800163
"002673","2014-01-10",0.97,-0.14,0.17,0.92,0.58,12.85,12.88,12.93,12.69,12.8,17.0,6.52,12.9,12.88,12.98,12.83,12.74,-0.0787341336269834,0.734620375959168,0.21344232865385,130.37,28.91,,137.59,3.13,66.6390249711596,14.2175018581341,0.98,0.93,0.92,0.0360561957100307,4.52,0.0120608290238813,0.674633253815813,4.22,4.68,4.69,4.71,4.09,0.21344232865385,0.289144978725286,0.289144978725286,1.36754440738611,-15.1892718453296,0.5625,-0.020833333333333,-11.0,0.0901328083305933,0.0,0.0,0.294214156648721,0.0,0.0,2.08721952890124,0.511074992944615,23.0765589202052,23.4440348104564,22.1275273610456,0.669587244279519,0.031598205450166,0.182713098198045,1.34445417445979,0.0169305539685524,1.37836126046311,0.588924959379913,2.34047010321045,-0.108068636428878,-0.0910982514412234,0.0404343204378823,0.0484194765119503,0.0660781694830768,0.131735432740524,1.0941812529699,0.0206260589667291,,-0.273192988939045,0.019817646220643,0.04691915747724,0.148617355490217,-1.53830163729569,0.0,0.0,0.0,-1.36371663005723,0.422378561044204,0.180824974633333,0.693989945082385,0.731081367577726,-7.05069663543683E7,0.166666666666667,46.5189973268646,52.9311874383978
"002673","2014-01-13",0.97,-0.33,0.09,0.27,0.58,12.71,12.87,12.83,12.37,12.77,17.0,6.52,12.82,12.87,12.9,12.52,12.72,-0.0787341336269834,0.734620375959168,0.21344232865385,130.37,28.91,,137.59,3.07,65.4223788721011,13.9579292101018,0.94,0.88,0.88,0.0360561957100307,4.52,0.0120608290238813,0.674633253815813,4.03,4.65,4.35,3.76,4.06,0.21344232865385,0.289144978725286,0.289144978725286,1.36754440738611,-14.9119573386099,0.625,0.041666666666667,-10.0,0.0484551817019944,0.0,0.0,0.158168825356282,0.0,0.0,2.08721952890124,0.511074992944615,23.0765589202052,23.394652053677,22.7481723097032,0.65650048497287,0.0317559299964034,0.17446573913734,1.34941582678053,0.0171221480010377,1.36181195996057,0.577457616121928,2.3582890275241,-0.111300562061162,-0.140481051372066,0.04038058970103,0.047257197971463,0.0655146415762192,0.130224445398983,0.588229218744717,0.0110885198579758,,-0.273192988939045,0.019817646220643,0.04691915747724,0.148617355490217,-1.53830163729569,0.0,0.0,0.0,-1.36371663005723,0.422378561044204,0.180824974633333,0.693989945082385,0.731081367577726,-6.41301861304484E7,0.166666666666667,43.2352784867492,54.5898199858512
"002673","2014-01-14",0.97,-0.5,-0.23,-0.68,0.58,12.6,12.86,12.76,12.21,12.75,17.0,6.52,12.75,12.87,12.84,12.33,12.7,-0.0787341336269834,0.734620375959168,0.21344232865385,130.37,28.91,,137.59,3.12,66.4731186849243,14.1821055879479,0.94,0.91,0.93,0.0360561957100307,4.52,0.0120608290238813,0.674633253815813,3.87,4.61,4.12,2.98,4.02,0.21344232865385,0.289144978725286,0.289144978725286,1.36754440738611,-15.1514562307769,0.625,0.041666666666667,-9.0,0.0493562924352521,0.0,0.0,0.161110257442366,0.0,0.0,2.08721952890124,0.511074992944615,23.0765589202052,23.3762260717307,22.7297463277568,0.747985175095048,0.031598205450166,0.174324434483559,1.3510517276196,0.0171164342026621,1.3570293465641,0.57578705683407,2.35682502838054,-0.129726477068881,-0.158906966379786,0.0399438924107731,0.0469705155963643,0.0652916441772947,0.129258623797312,0.599168392719682,0.0112947307090962,,-0.273192988939045,0.019817646220643,0.04691915747724,0.148617355490217,-1.53830163729569,0.0,0.0,0.0,-1.36371663005723,0.422378561044204,0.180824974633333,0.693989945082385,0.731081367577726,-6.49296621805249E7,0.0,36.2017703538798,57.5722003338847
"002673","2014-01-15",0.97,-0.63,-0.44,-1.42,0.58,12.48,12.86,12.69,12.07,12.73,17.0,6.52,12.63,12.87,12.79,12.12,12.69,-0.0787341336269834,0.734620375959168,0.21344232865385,130.37,28.91,,137.59,3.12,66.5837228757478,14.2057031014053,0.91,0.92,0.92,0.0360561957100307,4.52,0.0120608290238813,0.674633253815813,3.46,4.56,3.97,2.24,3.99,0.21344232865385,0.289144978725286,0.289144978725286,1.36754440738611,-15.1766666404787,0.625,0.041666666666667,-8.0,0.0485761180955933,0.0,0.0,0.158563589479467,0.0,0.0,2.08721952890124,0.511074992944615,23.0765589202052,23.3921593228474,22.7456795788736,0.72706792683966,0.031598205450166,0.174225694033158,1.35507285622394,0.0170718060782662,1.3570293465641,0.57578705683407,2.35682502838054,-0.164163668744085,-0.14297367095823,0.0397028436113447,0.0466764198289764,0.0647232466999624,0.129100982677621,0.589697344914629,0.0111161950323301,,-0.273192988939045,0.019817646220643,0.04691915747724,0.148617355490217,-1.53830163729569,0.0,0.0,0.0,-1.36371663005723,0.422378561044204,0.180824974633333,0.693989945082385,0.731081367577726,-9.86207284825469E7,0.166666666666667,44.9044632682845,63.8433468041484
