ticker,dataDate,DAVOL10,DAVOL20,DAVOL5,debtsAssetRatio,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,fixedAssetTRate,MA10,MA120,MA20,MA5,MA60,netAssetGrowthRate,netProfitGrowthRate,netProfitRatio,NPParentCompanyYOY,operaProfitRatio,operatingRevenueGrowthRate,operProfitGrowthRrate,PB,PE,PS,REVS10,REVS20,REVS5,ROA5,taxRatio,totalAssetGrowthRate,totalProfitGrowthRate,VOL10,VOL120,VOL20,VOL5,VOL60,NPToTOR,operatingProfitToTOR,operatingProfitRatio,debtEquityRatio,PCF,REC,DAREC,GREC,FEP,DAFE,GFE,FSP,DAFS,GFS,FGE,FGS,ASSI,LCAP,LFLO,CMRA,DHILO,DVRAT,HBETA,HSIGMA,DDNBT,DDNCR,DDNSR,RSTR12,RSTR24,MNDTO3,MNDTO6,MNDTO12,TOBT,BTOP,CTOP,CTP5,ETOP,ETP5,EGRO,ROA,ROE,ROE5,SUE,BLEV,DTOA,MLEV,financingCashGrowthRate,operCashGrowthRate,equityToAsset,dilutedEPSTTM,operatingProfitGrowthRate,NPParentCompanyGrowthRate,WVAD,PSY,RSI,MFI
"601009","2014-01-02",0.05,0.1,0.12,0.94,8.04,8.26,8.15,8.02,8.27,150.0,4.6,8.04,8.25,8.19,8.0,8.3,0.11773430754661,0.162465997218837,0.448737814713665,12.07,55.23,,12.18,0.9,5.34478806385978,2.38111135111074,0.97,0.95,1.0,0.0153490327155205,8.43,0.281157311949165,0.177358767162059,0.27,0.46,0.3,0.29,0.38,0.448737814713665,0.552340768102434,0.552340768102434,15.1403959336143,0.390333892367867,0.807377049180328,0.0773770491803281,18.0,0.184667597416794,-0.00539103932410867,-6.0,0.429335265971266,0.0,0.0,0.105384708380071,0.131396681183171,26.563303108227,23.9020972623664,23.9020972623664,0.330483886114299,0.0154305732266455,-0.155268852536421,1.01558570933608,0.009517747408164,1.07659201591368,0.712197612811705,1.51164788613004,-0.0794895752275347,-0.0536614094796378,0.00385662074976812,0.00452886518993475,0.00616159706651302,1.37203664553045,1.03297786579055,0.0501854140913044,0.0293728885260647,,0.108062323497898,0.272549358500785,0.0105574297332295,0.170505149420057,0.169725358723917,2.30349674085171,0.0,0.0,0.0,-1.19703149502651,13.3318019813048,0.0625288048713665,1.50426918784014,0.177997443404908,0.164524278749223,-5.4802605777796E7,-0.0833333333333333,39.0804123301634,39.1056026370237
"601009","2014-01-03",0.05,0.08,0.11,0.94,8.01,8.26,8.12,8.01,8.26,150.0,4.6,8.02,8.25,8.17,8.02,8.29,0.11773430754661,0.162465997218837,0.448737814713665,12.07,55.23,,12.18,0.9,5.2916060930751,2.35741870085093,0.97,0.94,1.01,0.0153490327155205,8.43,0.281157311949165,0.177358767162059,0.27,0.46,0.29,0.25,0.38,0.448737814713665,0.552340768102434,0.552340768102434,15.1403959336143,0.386449973040824,0.81140350877193,0.079260651629073,21.0,0.21479211823143,0.00129485104331421,-7.0,0.493610127117442,0.00361710166825506,3.0,0.277758037612991,0.292736245389603,26.563303108227,23.8958976144869,23.8958976144869,0.330483886114299,0.0151503678530485,-0.154910597397808,1.01566890139254,0.00949733470550341,1.07428453106016,0.711780206289734,1.50929250570206,-0.0856890107387389,-0.0598608449908421,0.00382434218276078,0.00452706634677718,0.006143579294667,1.3722185423031,1.03940185749323,0.0504975124376434,0.0293728885260647,,0.108062323497898,0.272549358500785,0.0105574297332295,0.170505149420057,0.169725358723917,2.30349674085171,0.0,0.0,0.0,-1.19703149502651,13.3318019813048,0.0625288048713665,1.50426918784014,0.177997443404908,0.164524278749223,-5.90526268249831E7,-0.0833333333333333,38.2022293241096,41.8882356366073
"601009","2014-01-06",0.06,0.07,0.07,0.94,7.99,8.26,8.1,7.97,8.25,150.0,4.6,8.0,8.25,8.14,7.99,8.28,0.11773430754661,0.162465997218837,0.448737814713665,12.07,55.23,,12.18,0.88,5.21848088324618,2.32484130674369,0.98,0.93,0.98,0.0153490327155205,8.43,0.281157311949165,0.177358767162059,0.26,0.46,0.29,0.25,0.38,0.448737814713665,0.552340768102434,0.552340768102434,15.1403959336143,0.381109583966139,0.803846153846154,0.065474060822898,21.0,0.216950832987525,0.00130786462163898,-7.0,0.498571032917617,0.00365345444884054,5.0,0.277758037612991,0.292736245389603,26.563303108227,23.8858975311523,23.8858975311523,0.313235992704745,0.0148701624794514,-0.146658513888831,1.01517635709139,0.0094924213122361,1.07350947001415,0.71163735849978,1.50850634412623,-0.0836605917380716,-0.0869553973015682,0.00379820140278381,0.0045598738369867,0.0060868504103247,1.36381369804301,1.04984810731728,0.0510050251254589,0.0293728885260647,,0.108062323497898,0.272549358500785,0.0105574297332295,0.170505149420057,0.169725358723917,2.30349674085171,0.0,0.0,0.0,-1.19703149502651,13.3318019813048,0.0625288048713665,1.50426918784014,0.177997443404908,0.164524278749223,-6.93779726315718E7,-0.166666666666667,35.0514928147863,43.2219231469039
"601009","2014-01-07",0.03,0.06,0.05,0.94,7.97,8.25,8.07,7.94,8.24,150.0,4.6,7.98,8.25,8.11,7.96,8.27,0.11773430754661,0.162465997218837,0.448737814713665,12.07,55.23,,12.18,0.89,5.23177637594234,2.33076446930864,0.97,0.94,0.98,0.0153490327155205,8.43,0.281157311949165,0.177358767162059,0.25,0.45,0.28,0.23,0.38,0.448737814713665,0.552340768102434,0.552340768102434,15.1403959336143,0.3820805637979,0.774590163934426,0.035701275045537,20.0,0.219989976539118,0.00132525957192621,-8.0,0.505557378601813,0.00370464935194531,8.0,0.277752625415472,0.292736245389603,26.563303108227,23.8719820630903,23.8719820630903,0.310331779557356,0.0151503678530485,-0.147713427464451,1.0118051098791,0.00948309826758993,1.06440621353561,0.71011071266185,1.49892994790303,-0.0975760268374788,-0.102987258089567,0.00378101906189271,0.00454474097315554,0.00607273241522232,1.35974871026857,1.06455935468097,0.0517197452227583,0.0293728885260647,,0.108062323497898,0.272549358500785,0.0105574297332295,0.170505149420057,0.169725358723917,2.30349674085171,0.0,0.0,0.0,-1.19703149502651,13.3318019813048,0.0625288048713665,1.50426918784014,0.177997443404908,0.164524278749223,-1.06166120653731E8,-0.333333333333333,29.5238325449289,34.7397916184728
"601009","2014-01-08",0.04,0.07,0.05,0.94,7.96,8.25,8.05,7.91,8.23,150.0,4.6,7.97,8.25,8.09,7.93,8.27,0.11773430754661,0.162465997218837,0.448737814713665,12.07,55.23,,12.18,0.89,5.25836736133468,2.34261079443855,0.99,0.94,0.98,0.0153490327155205,8.43,0.281157311949165,0.177358767162059,0.25,0.45,0.28,0.2,0.37,0.448737814713665,0.552340768102434,0.552340768102434,15.1403959336143,0.384022523461422,0.774590163934426,0.035701275045537,21.0,0.219430916878281,0.00132189169499629,-7.0,0.504272607626967,0.00369523474113986,9.0,0.277752625415472,0.292736245389603,26.563303108227,23.8745265937253,23.8745265937253,0.283885129542372,0.0152674721307884,-0.147323308367288,1.01189521715599,0.00947974091241142,1.06513485799002,0.711651864802588,1.49670774527583,-0.122162924500205,-0.100442814580344,0.00374422116676712,0.004519292706265,0.00601398096413348,1.36124642098743,1.06185399418622,0.0515883100379483,0.0293728885260647,,0.108062323497898,0.272549358500785,0.0105574297332295,0.170505149420057,0.169725358723917,2.30349674085171,0.0,0.0,0.0,-1.19703149502651,13.3318019813048,0.0625288048713665,1.50426918784014,0.177997443404908,0.164524278749223,-1.43913169537268E8,-0.166666666666667,32.6732394650491,35.7369992434186
"601009","2014-01-09",0.05,0.08,0.03,0.94,7.93,8.25,8.03,7.88,8.22,150.0,4.6,7.95,8.24,8.06,7.89,8.26,0.11773430754661,0.162465997218837,0.448737814713665,12.07,55.23,,12.18,0.88,5.21848088324618,2.32484130674369,0.97,0.94,0.98,0.0153490327155205,8.43,0.281157311949165,0.177358767162059,0.24,0.44,0.26,0.2,0.37,0.448737814713665,0.552340768102434,0.552340768102434,15.1403959336143,0.381109583966139,0.776315789473684,0.0374269005847949,21.0,0.21454726788633,-0.00245880394583874,-7.0,0.501722556513809,0.00367654834548302,11.0,0.255664753527822,0.292736245389603,26.563303108227,23.8795963130756,23.8795963130756,0.299468303735395,0.0152674721307884,-0.1474071150392,1.00860480574854,0.00946539762037546,1.0738383358093,0.718733751316133,1.49406972170558,-0.0954472944852818,-0.0953730463610815,0.00372920941359,0.00451761325268419,0.00596895691578614,1.36214441929193,1.05648431532814,0.0513274336281483,0.0293728885260647,,0.108062323497898,0.272549358500785,0.0105574297332295,0.170505149420057,0.169725358723917,2.30349674085171,0.0,0.0,0.0,-1.19703149502651,13.3318019813048,0.0625288048713665,1.50426918784014,0.177997443404908,0.164524278749223,-1.8740838583327E8,0.0,43.0232852284606,35.7171526178064
"601009","2014-01-10",0.05,0.06,0.02,0.94,7.92,8.24,8.0,7.86,8.21,150.0,4.6,7.94,8.24,8.04,7.87,8.26,0.11773430754661,0.162465997218837,0.448737814713665,12.07,55.23,,12.18,0.88,5.21848088324618,2.32484130674369,0.99,0.95,0.99,0.0153490327155205,8.43,0.281157311949165,0.177358767162059,0.22,0.44,0.25,0.19,0.37,0.448737814713665,0.552340768102434,0.552340768102434,15.1403959336143,0.381109583966139,0.776785714285714,0.0338279678068409,21.0,0.216187119615397,-0.00415290450990034,-7.0,0.505557378601813,0.00209029809985436,13.0,0.255664753527822,0.292736245389603,26.563303108227,23.8719820630903,23.8719820630903,0.295250487200957,0.0148701624794514,-0.146945140371918,1.00838423460071,0.00946659412180749,1.07381407732553,0.71874122429171,1.49402043605294,-0.0997739089742284,-0.0966247121010986,0.00369988277500305,0.00451402129233151,0.00594237203837647,1.37543821798755,1.06455935468097,0.0517197452227583,0.0293728885260647,,0.108062323497898,0.272549358500785,0.0105574297332295,0.170505149420057,0.169725358723917,2.30349674085171,0.0,0.0,0.0,-1.19703149502651,13.3318019813048,0.0625288048713665,1.50426918784014,0.177997443404908,0.164524278749223,-2.43465739988686E8,-0.166666666666667,37.5000016614477,41.664250211083
"601009","2014-01-13",0.04,0.05,0.03,0.94,7.92,8.24,7.99,7.89,8.21,150.0,4.6,7.94,8.24,8.03,7.89,8.25,0.11773430754661,0.162465997218837,0.448737814713665,12.07,55.23,,12.18,0.9,5.2916060930751,2.35741870085093,0.99,0.96,1.01,0.0153490327155205,8.43,0.281157311949165,0.177358767162059,0.22,0.44,0.24,0.19,0.37,0.448737814713665,0.552340768102434,0.552340768102434,15.1403959336143,0.386449973040824,0.776785714285714,0.0338279678068409,21.0,0.216187119615397,-0.00415290450990034,-7.0,0.505557378601813,0.00209029809985436,15.0,0.255664753527822,0.292736245389603,26.563303108227,23.8719820630903,23.8719820630903,0.276919530516233,0.0136212128363524,-0.144303089488493,1.00718842428907,0.00948306121058673,1.06785363036406,0.716439667005404,1.49050042807862,-0.0719479537201479,-0.104043793578788,0.00366004116923555,0.00441074589071602,0.00589577514044543,1.38666968120906,1.06455935468097,0.0517197452227583,0.0293728885260647,,0.108062323497898,0.272549358500785,0.0105574297332295,0.170505149420057,0.169725358723917,2.30349674085171,0.0,0.0,0.0,-1.19703149502651,13.3318019813048,0.0625288048713665,1.50426918784014,0.177997443404908,0.164524278749223,-2.78901082820353E8,-0.0833333333333333,39.7590495573336,44.6711971156475
"601009","2014-01-14",0.04,0.05,0.04,0.94,7.94,8.23,7.99,7.94,8.2,150.0,4.6,7.94,8.24,8.02,7.92,8.25,0.11773430754661,0.162465997218837,0.448737814713665,12.07,55.23,,12.18,0.9,5.34478806385978,2.38111135111074,1.01,0.97,1.02,0.0153490327155205,8.43,0.281157311949165,0.177358767162059,0.22,0.43,0.24,0.21,0.37,0.448737814713665,0.552340768102434,0.552340768102434,15.1403959336143,0.390333892367867,0.741379310344828,-1.46113383986068E-4,18.0,0.213652221873626,-0.00364290242079391,-6.0,0.498941274910916,0.00243165406413543,18.0,0.258330470520009,0.293696239478112,26.563303108227,23.8858975311523,23.8858975311523,0.294065689351204,0.0139330943039244,-0.142992304292618,1.00518637265457,0.00953983146368509,1.07442372183682,0.715047878042287,1.50258990318027,-0.0580325186207408,-0.0687828597271548,0.00364318558505922,0.00439573517776527,0.0058818945281843,1.38495211734094,1.04984810731728,0.0510050251254589,0.0293728885260647,,0.108062323497898,0.272549358500785,0.0105574297332295,0.170505149420057,0.169725358723917,2.30349674085171,0.0,0.0,0.0,-1.19703149502651,13.3318019813048,0.0625288048713665,1.50426918784014,0.177997443404908,0.164524278749223,-3.07568705645791E8,-0.0833333333333333,43.8202183697348,52.0303520541902
"601009","2014-01-15",0.04,0.04,0.05,0.94,7.93,8.23,7.98,7.94,8.19,150.0,4.6,7.93,8.24,8.0,7.93,8.24,0.11773430754661,0.162465997218837,0.448737814713665,12.07,55.23,,12.18,0.89,5.27166285403085,2.3485339570035,0.98,0.96,1.0,0.0153490327155205,8.43,0.281157311949165,0.177358767162059,0.21,0.43,0.24,0.21,0.37,0.448737814713665,0.552340768102434,0.552340768102434,15.1403959336143,0.384993503293182,0.741379310344828,-1.46113383986068E-4,17.0,0.211526329118665,-0.00360665463551238,-7.0,0.493976685110808,0.00240745850130821,19.0,0.258330470520009,0.293696239478112,26.563303108227,23.8958976144869,23.8958976144869,0.287487373991082,0.0148701624794514,-0.143702322260406,1.00963189285042,0.00944540396783586,1.07442372183682,0.715047878042287,1.50258990318027,-0.0900273686370923,-0.0587826662263356,0.00362949534774362,0.00438025034156318,0.00582372506784896,1.38383410647547,1.03940185749323,0.0504975124376434,0.0293728885260647,,0.108062323497898,0.272549358500785,0.0105574297332295,0.170505149420057,0.169725358723917,2.30349674085171,0.0,0.0,0.0,-1.19703149502651,13.3318019813048,0.0625288048713665,1.50426918784014,0.177997443404908,0.164524278749223,-2.98295625250037E8,0.0833333333333333,59.4938230625695,58.4848334331353
