ticker,dataDate,accountsPayablesTDays,accountsPayablesTRate,ARTDays,ARTRate,currentAssetsTRate,DAVOL10,DAVOL20,DAVOL5,debtsAssetRatio,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,equityTRate,fixedAssetTRate,inventoryTDays,inventoryTRate,MA10,MA120,MA20,MA5,MA60,netAssetGrowthRate,netProfitGrowthRate,netProfitRatio,NPParentCompanyYOY,operaProfitRatio,operatingRevenueGrowthRate,operProfitGrowthRrate,PB,PE,PS,REVS10,REVS20,REVS5,ROA5,taxRatio,totalAssetGrowthRate,totalProfitGrowthRate,VOL10,VOL120,VOL20,VOL5,VOL60,NPToTOR,operatingProfitToTOR,operatingProfitRatio,debtEquityRatio,PCF,REC,DAREC,GREC,FEP,DAFE,GFE,FSP,DAFS,GFS,FGE,FGS,ASSI,LCAP,LFLO,CMRA,DHILO,DVRAT,HBETA,HSIGMA,DDNBT,DDNCR,DDNSR,RSTR12,RSTR24,MNDTO3,MNDTO6,MNDTO12,TOBT,BTOP,CTOP,CTP5,ETOP,ETP5,EGRO,ROA,ROE,ROE5,SUE,BLEV,DTOA,MLEV,financingCashGrowthRate,longDebtToAsset,bondsPayableToAsset,equityToAsset,equityFixedAssetRatio,dilutedEPSTTM,operatingProfitGrowthRate,NPParentCompanyGrowthRate,fixAssetRatio,currentAssetsRatio,nonCurrentAssetsRatio,saleServiceCashToORTTM,cashRateOfSalesTTM,NOCFToOperatingNITTM,fixedAssetsTRate,WVAD,PSY,RSI,MFI
"000728","2014-01-02",25.1564778767362,14.3104293758434,,,8.28947346416584,0.19,0.24,0.22,0.46,9.98,9.42,10.0,10.06,9.68,29.0,2.03792196406957,1.32,26.042493566414,13.8235610611527,9.96,9.3,10.01,10.02,9.58,0.0368302033828811,0.186748524485042,0.318444079002298,63.29,41.3,,62.3,1.29,35.4093568530568,11.2759000311354,1.02,0.98,1.02,0.0321398373215896,3.25,0.301612400721248,0.223586174171597,0.77,0.72,0.79,0.73,0.78,0.318444079002298,0.412973175885973,0.412973175885973,0.84433677526014,-2.6832428592048,0.75,0.1,3.0,0.0325349833431667,-7.44455425874846E-4,17.0,0.092942833668267,-4.70632710087242E-4,17.0,0.602627999129713,0.216067747183831,23.8537893497809,23.7206876823697,23.7206876823697,0.381217203795382,0.0253434750060184,-0.155009969571867,1.19859523209854,0.01304978455613,1.21844415267146,0.630087803184054,1.93376882795419,-0.078711445150023,0.200669318058747,0.00775194751527626,0.00715140319542235,0.00720050502956643,1.64014352305697,0.745983620702891,0.00980392156862745,0.0270207196018475,,0.0419579522745054,-0.102484840398585,0.0197862551472733,0.0364925180127963,0.063083230546869,-1.3697964776806,0.0,0.0,0.0,,0.0,0.0,0.542200325566328,0.633583255555461,0.286364986579095,0.233072886756981,0.186748524485042,0.800893920617377,,0.872394732306005,1.15175935446034,-0.244184747029927,0.64913765548402,0.800893920617377,8.1126770440153E8,0.166666666666667,55.68861162546,62.9049164033581
"000728","2014-01-03",25.1564778767362,14.3104293758434,,,8.28947346416584,0.19,0.16,0.21,0.46,9.97,9.44,9.98,10.04,9.69,29.0,2.03792196406957,1.32,26.042493566414,13.8235610611527,9.95,9.32,9.99,10.05,9.59,0.0368302033828811,0.186748524485042,0.318444079002298,63.29,41.3,,62.3,1.26,34.5014246260554,10.9867743893114,0.99,0.95,1.01,0.0321398373215896,3.25,0.301612400721248,0.223586174171597,0.77,0.72,0.75,0.75,0.77,0.318444079002298,0.412973175885973,0.412973175885973,0.84433677526014,-2.61444176025083,0.75,0.0238095238095239,6.0,0.0394858920783889,0.0,15.0,0.114852529934012,0.0,15.0,0.933578794899672,0.493895469875561,23.8537893497809,23.7147879602425,23.7147879602425,0.383620088411693,0.0253173008689445,-0.154974031904425,1.19886665807568,0.0130230156590989,1.21681646444728,0.630146062327348,1.93100701122079,-0.0846113224602811,0.194769440748489,0.00772197531989535,0.00713952110134988,0.00719503710643712,1.64067515990757,0.750397724967406,0.00986193293885602,0.0270207196018475,,0.0419579522745054,-0.102484840398585,0.0197862551472733,0.0364925180127963,0.063083230546869,-1.3697964776806,0.0,0.0,0.0,,0.0,0.0,0.542200325566328,0.633583255555461,0.286364986579095,0.233072886756981,0.186748524485042,0.800893920617377,,0.872394732306005,1.15175935446034,-0.244184747029927,0.64913765548402,0.800893920617377,8.05770294156074E8,0.166666666666667,61.5893384537314,63.0535690771403
"000728","2014-01-06",25.1564778767362,14.3104293758434,,,8.28947346416584,0.19,0.11,0.22,0.46,9.95,9.45,9.96,9.98,9.7,29.0,2.03792196406957,1.32,26.042493566414,13.8235610611527,9.93,9.33,9.97,10.02,9.6,0.0368302033828811,0.186748524485042,0.318444079002298,63.29,41.3,,62.3,1.25,34.326822274709,10.9311733043452,0.98,0.96,0.98,0.0321398373215896,3.25,0.301612400721248,0.223586174171597,0.71,0.72,0.73,0.72,0.77,0.318444079002298,0.412973175885973,0.412973175885973,0.84433677526014,-2.60121077968276,0.75,0.0238095238095239,8.0,0.0405249945015044,0.0,14.0,0.117874964932275,0.0,14.0,0.933578794899672,0.493895469875561,23.8537893497809,23.6888124738392,23.6888124738392,0.385042896398392,0.0252911267318705,-0.158715012426838,1.20127144409004,0.013025040455555,1.22005841036978,0.630569979823476,1.9348501346533,-0.0888075131917785,0.191400562124706,0.00770588041859311,0.00717144990697779,0.00717404501172618,1.63998041649875,0.770145033519179,0.0101214574898785,0.0270207196018475,,0.0419579522745054,-0.102484840398585,0.0197862551472733,0.0364925180127963,0.063083230546869,-1.3697964776806,0.0,0.0,0.0,,0.0,0.0,0.542200325566328,0.633583255555461,0.286364986579095,0.233072886756981,0.186748524485042,0.800893920617377,,0.872394732306005,1.15175935446034,-0.244184747029927,0.64913765548402,0.800893920617377,7.84671877092075E8,0.166666666666667,53.1428076520769,56.6473435647036
"000728","2014-01-07",25.1564778767362,14.3104293758434,,,8.28947346416584,0.11,0.08,0.15,0.46,9.93,9.45,9.93,9.91,9.7,29.0,2.03792196406957,1.32,26.042493566414,13.8235610611527,9.93,9.34,9.94,9.96,9.61,0.0368302033828811,0.186748524485042,0.318444079002298,63.29,41.3,,62.3,1.24,34.0474585125547,10.8422115683994,1.0,0.95,0.97,0.0321398373215896,3.25,0.301612400721248,0.223586174171597,0.66,0.72,0.71,0.71,0.76,0.318444079002298,0.412973175885973,0.412973175885973,0.84433677526014,-2.58004121077385,0.75,0.0238095238095239,11.0,0.0407311236698742,0.0,12.0,0.118474532403955,0.0,12.0,0.933578794899672,0.493895469875561,23.8537893497809,23.6837388962385,23.6837388962385,0.39072671286669,0.0251901250166131,-0.156925596395535,1.19236705842625,0.0130551472170501,1.19759999480084,0.623021369520201,1.92224545319069,-0.0938809732316514,0.163720472365488,0.00768745007255231,0.00716620509693718,0.00717134623364391,1.6448808256653,0.774062353119989,0.0101729399796541,0.0270207196018475,,0.0419579522745054,-0.102484840398585,0.0197862551472733,0.0364925180127963,0.063083230546869,-1.3697964776806,0.0,0.0,0.0,,0.0,0.0,0.542200325566328,0.633583255555461,0.286364986579095,0.233072886756981,0.186748524485042,0.800893920617377,,0.872394732306005,1.15175935446034,-0.244184747029927,0.64913765548402,0.800893920617377,6.26611314678363E8,0.0,47.2727775766126,56.6286185612161
"000728","2014-01-08",25.1564778767362,14.3104293758434,,,8.28947346416584,0.07,0.07,0.18,0.46,9.92,9.46,9.91,9.86,9.7,29.0,2.03792196406957,1.32,26.042493566414,13.8235610611527,9.94,9.35,9.92,9.89,9.61,0.0368302033828811,0.186748524485042,0.318444079002298,63.29,41.3,,62.3,1.25,34.326822274709,10.9311733043452,1.01,0.95,0.96,0.0321398373215896,3.25,0.301612400721248,0.223586174171597,0.67,0.71,0.7,0.6,0.77,0.318444079002298,0.412973175885973,0.412973175885973,0.84433677526014,-2.60121077968276,0.903846153846154,0.177655677655678,12.0,0.0410653277615245,0.0,12.0,0.119446631131372,0.0,12.0,0.933578794899672,0.493895469875561,23.8537893497809,23.6755672470892,23.6755672470892,0.391526393037254,0.0250891233013557,-0.157224906419307,1.19247642805858,0.0130675859098371,1.19053683401323,0.621623204182362,1.91520655278493,-0.0965326336101163,0.155548880045935,0.00763862024101859,0.0071448124027914,0.00716769486448416,1.64564509715837,0.780413633966102,0.0102564102564103,0.0270207196018475,,0.0419579522745054,-0.102484840398585,0.0197862551472733,0.0364925180127963,0.063083230546869,-1.3697964776806,0.0,0.0,0.0,,0.0,0.0,0.542200325566328,0.633583255555461,0.286364986579095,0.233072886756981,0.186748524485042,0.800893920617377,,0.872394732306005,1.15175935446034,-0.244184747029927,0.64913765548402,0.800893920617377,4.233928977354E8,-0.166666666666667,44.4444577847931,56.8228718129704
"000728","2014-01-09",25.1564778767362,14.3104293758434,,,8.28947346416584,0.08,0.06,0.04,0.46,9.87,9.47,9.89,9.76,9.71,29.0,2.03792196406957,1.32,26.042493566414,13.8235610611527,9.9,9.36,9.9,9.78,9.62,0.0368302033828811,0.186748524485042,0.318444079002298,63.29,41.3,,62.3,1.23,33.5934923990539,10.6976487474874,0.96,0.96,0.95,0.0321398373215896,3.25,0.301612400721248,0.223586174171597,0.65,0.71,0.67,0.57,0.76,0.318444079002298,0.412973175885973,0.412973175885973,0.84433677526014,-2.54564066129686,0.903846153846154,0.177655677655678,14.0,0.0407311236698742,0.0,11.0,0.118474532403955,0.0,11.0,0.933578794899672,0.493895469875561,23.8537893497809,23.6837388962385,23.6837388962385,0.418357892987587,0.0250891233013557,-0.157470759373106,1.18637989935334,0.0130278185984548,1.19727289866117,0.624772964989166,1.91633275726317,-0.069738643690125,0.163720472365488,0.00763127099121539,0.00715523824011983,0.00716411609430952,1.64539202818482,0.774062353119989,0.0101729399796541,0.0270207196018475,,0.0419579522745054,-0.102484840398585,0.0197862551472733,0.0364925180127963,0.063083230546869,-1.3697964776806,0.0,0.0,0.0,,0.0,0.0,0.542200325566328,0.633583255555461,0.286364986579095,0.233072886756981,0.186748524485042,0.800893920617377,,0.872394732306005,1.15175935446034,-0.244184747029927,0.64913765548402,0.800893920617377,2.57696699465406E8,-0.166666666666667,44.4444538611604,57.0669448645019
"000728","2014-01-10",25.1564778767362,14.3104293758434,,,8.28947346416584,0.08,0.05,0.04,0.46,9.82,9.47,9.86,9.67,9.71,29.0,2.03792196406957,1.32,26.042493566414,13.8235610611527,9.88,9.36,9.88,9.71,9.62,0.0368302033828811,0.186748524485042,0.318444079002298,63.29,41.3,,62.3,1.21,33.1395262855532,10.5530859265754,0.97,0.95,0.96,0.0321398373215896,3.25,0.301612400721248,0.223586174171597,0.65,0.71,0.67,0.55,0.76,0.318444079002298,0.412973175885973,0.412973175885973,0.84433677526014,-2.51124011181988,0.903846153846154,0.177655677655678,15.0,0.0416202646231667,0.0,10.0,0.12106077479531,0.0,10.0,0.933578794899672,0.493895469875561,23.8537893497809,23.662144226757,23.662144226757,0.415861012789,0.0252911267318705,-0.155556900509187,1.18249985627304,0.0130393689422074,1.19621061154099,0.623433847200747,1.91874505516831,-0.100687812933488,0.111996060355352,0.00759528288940325,0.00717155816256645,0.00716303411868031,1.6497633515796,0.790959764154833,0.0103950103950104,0.0270207196018475,,0.0419579522745054,-0.102484840398585,0.0197862551472733,0.0364925180127963,0.063083230546869,-1.3697964776806,0.0,0.0,0.0,,0.0,0.0,0.542200325566328,0.633583255555461,0.286364986579095,0.233072886756981,0.186748524485042,0.800893920617377,,0.872394732306005,1.15175935446034,-0.244184747029927,0.64913765548402,0.800893920617377,8.54274355677952E7,-0.166666666666667,45.5089896573586,51.7421901600208
"000728","2014-01-13",25.1564778767362,14.3104293758434,,,8.28947346416584,0.06,0.04,-0.01,0.46,9.75,9.48,9.82,9.57,9.7,29.0,2.03792196406957,1.32,26.042493566414,13.8235610611527,9.82,9.37,9.85,9.62,9.62,0.0368302033828811,0.186748524485042,0.318444079002298,63.29,41.3,,62.3,1.2,32.7903215828603,10.4418837566431,0.94,0.94,0.95,0.0321398373215896,3.25,0.301612400721248,0.223586174171597,0.61,0.71,0.66,0.5,0.76,0.318444079002298,0.412973175885973,0.412973175885973,0.84433677526014,-2.48477815068374,0.903846153846154,0.153846153846154,17.0,0.042190405234443,0.0,9.0,0.122719141573328,0.0,9.0,0.933578794899672,0.493895469875561,23.8537893497809,23.6485385747013,23.6485385747013,0.343446217407541,0.0251901250166131,-0.155352926324381,1.18245185433272,0.0130678338250949,1.18083247803197,0.61988205735923,1.9049308880829,-0.0724623594760473,0.0847848499987477,0.00753663208498804,0.00709639088440791,0.00716313044674927,1.64369860892595,0.801794829417228,0.0105374077976818,0.0270207196018475,,0.0419579522745054,-0.102484840398585,0.0197862551472733,0.0364925180127963,0.063083230546869,-1.3697964776806,0.0,0.0,0.0,,0.0,0.0,0.542200325566328,0.633583255555461,0.286364986579095,0.233072886756981,0.186748524485042,0.800893920617377,,0.872394732306005,1.15175935446034,-0.244184747029927,0.64913765548402,0.800893920617377,-7.92395391085988E7,-0.166666666666667,43.181859977055,41.9670510535473
"000728","2014-01-14",25.1564778767362,14.3104293758434,,,8.28947346416584,0.02,0.03,-0.06,0.46,9.69,9.48,9.79,9.52,9.7,29.0,2.03792196406957,1.32,26.042493566414,13.8235610611527,9.76,9.37,9.83,9.56,9.62,0.0368302033828811,0.186748524485042,0.318444079002298,63.29,41.3,,62.3,1.21,33.0696853450146,10.530845492589,0.94,0.97,0.97,0.0321398373215896,3.25,0.301612400721248,0.223586174171597,0.6,0.71,0.65,0.49,0.76,0.318444079002298,0.412973175885973,0.412973175885973,0.84433677526014,-2.50594771959265,0.903846153846154,0.153846153846154,16.0,0.0426397173242666,0.0,7.0,0.124026054689125,0.0,7.0,0.933578794899672,0.493895469875561,23.8537893497809,23.6379452552996,23.6379452552996,0.343558448315592,0.0252911267318705,-0.153497970914943,1.18313086327447,0.0130477787404143,1.17862789894712,0.619279450014089,1.90322462487704,-0.0830558041994897,0.088939174824247,0.0074854811403148,0.00707293909413815,0.00715083332272627,1.64586396876895,0.810333645491959,0.0106496272630458,0.0270207196018475,,0.0419579522745054,-0.102484840398585,0.0197862551472733,0.0364925180127963,0.063083230546869,-1.3697964776806,0.0,0.0,0.0,,0.0,0.0,0.542200325566328,0.633583255555461,0.286364986579095,0.233072886756981,0.186748524485042,0.800893920617377,,0.872394732306005,1.15175935446034,-0.244184747029927,0.64913765548402,0.800893920617377,-2.36243743886557E8,-0.333333333333333,32.0987736232879,44.6237758795188
"000728","2014-01-15",25.1564778767362,14.3104293758434,,,8.28947346416584,0.02,0.02,-0.06,0.46,9.62,9.48,9.76,9.46,9.69,29.0,2.03792196406957,1.32,26.042493566414,13.8235610611527,9.68,9.38,9.81,9.47,9.63,0.0368302033828811,0.186748524485042,0.318444079002298,63.29,41.3,,62.3,1.2,32.8252420531296,10.4530039736363,0.92,0.96,0.96,0.0321398373215896,3.25,0.301612400721248,0.223586174171597,0.52,0.71,0.65,0.45,0.76,0.318444079002298,0.412973175885973,0.412973175885973,0.84433677526014,-2.48742434679735,0.903846153846154,0.153846153846154,17.0,0.042279508518993,0.0,7.0,0.122978316106745,0.0,7.0,0.933578794899672,0.493895469875561,23.8537893497809,23.6464288692774,23.6464288692774,0.343446217407541,0.0252911267318705,-0.152428501596338,1.18466247421886,0.013033121480242,1.17862789894712,0.619279450014089,1.90322462487704,-0.128435006080367,0.0974227311357803,0.00743283116557593,0.00704659973951789,0.0071206853096414,1.64766124370774,0.803488165910189,0.0105596620908131,0.0270207196018475,,0.0419579522745054,-0.102484840398585,0.0197862551472733,0.0364925180127963,0.063083230546869,-1.3697964776806,0.0,0.0,0.0,,0.0,0.0,0.542200325566328,0.633583255555461,0.286364986579095,0.233072886756981,0.186748524485042,0.800893920617377,,0.872394732306005,1.15175935446034,-0.244184747029927,0.64913765548402,0.800893920617377,-2.37014417196885E8,-0.166666666666667,40.2684275991774,49.7278140046686
