ticker,dataDate,accountsPayablesTDays,accountsPayablesTRate,ARTDays,ARTRate,cashToCurrentDebt,costRatio,currentAssetsTRate,DAVOL10,DAVOL20,DAVOL5,debtsAssetRatio,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,equityTRate,fixedAssetTRate,grossIncomeRatio,inventoryTDays,inventoryTRate,MA10,MA120,MA20,MA5,MA60,netAssetGrowthRate,netProfitRatio,NPParentCompanyYOY,operaProfitRatio,operatingRevenueGrowthRate,operProfitGrowthRrate,PB,PE,PS,REVS10,REVS20,REVS5,ROA5,taxRatio,totalAssetGrowthRate,VOL10,VOL120,VOL20,VOL5,VOL60,salesCostRatio,NPToTOR,operatingProfitToTOR,EBITToTOR,operatingExpenseRate,operatingProfitRatio,totalProfitCostRatio,adminiExpenseRate,financialExpenseRate,currentRatio,quickRatio,debtEquityRatio,longDebtToWorkingCapital,operCashInToCurrentDebt,PCF,REC,DAREC,GREC,FEP,DAFE,GFE,FSP,DAFS,GFS,FGE,FGS,ASSI,LCAP,LFLO,CMRA,DHILO,DVRAT,HBETA,HSIGMA,DDNBT,DDNCR,DDNSR,RSTR12,RSTR24,MNDTO3,MNDTO6,MNDTO12,TOBT,BTOP,CTOP,CTP5,ETOP,ETP5,EGRO,ROA,ROE,ROE5,SUE,BLEV,DTOA,MLEV,financingCashGrowthRate,operCashGrowthRate,longDebtToAsset,bondsPayableToAsset,equityToAsset,equityFixedAssetRatio,dilutedEPSTTM,fixAssetRatio,instangleAssetRatio,currentAssetsRatio,nonCurrentAssetsRatio,saleServiceCashToORTTM,cashRateOfSalesTTM,NOCFToOperatingNITTM,fixedAssetsTRate,WVAD,PSY,RSI,MFI
"002129","2014-01-02",121.881071822204,2.95369900032678,106.166558793109,3.39089826488155,0.24,89.5,0.777407861793724,0.2,-0.06,0.25,0.63,17.71,20.94,18.59,17.99,21.16,-9.84,0.84854285302409,0.81,0.105046189528039,165.895388718253,2.17004223433481,17.64,20.83,18.93,17.84,21.96,0.888961540550651,-0.0215688189704767,-176.5,-5.03,,-121.56,4.6,-234.206317790592,5.18970565691055,0.96,0.86,1.05,0.0186364596075934,0.07,0.325710679711528,1.11,0.91,0.89,1.03,1.01,0.894953810471961,-0.0215688189704767,-0.0503189839460107,0.0257533233565653,0.00907302709552776,-0.0503189839460107,-0.0239929729745142,0.0581360490061162,0.0500390572392171,0.713622293599365,0.43133200135507,1.76804233098189,,0.0167667467044311,183.164337131868,0.875,-0.069444444444444,-5.0,0.00892274420732737,-0.0010149476762445,-22.0,0.226835482027025,0.0,-9.0,2.28213304775178,0.203710289161905,22.9925739321035,23.5162010192219,23.3227252124018,0.756239555658239,0.0460292180790285,0.207687333725771,0.688378665938778,0.0301153950584494,0.622202480522753,0.17755920089942,3.50419734584864,0.376553725943227,0.581197012494628,0.0101244022043093,0.00927085766018822,0.00777768202331326,2.59155654265128,0.271141749006744,0.0,0.00103796859035302,,0.0112345295566157,-0.141555288994102,-0.00681178846363543,-0.0191024596835822,0.0396833622362685,-1.43042447569897,0.189088429766102,0.622793409226222,0.0594651789781078,0.670796023834278,,0.022067361951646,0.0614170606726788,0.369529864064968,0.64189469444918,-0.0775811693356884,0.575686116835827,0.0346400449860986,,0.619148034704776,0.692132006852431,0.028333603244906,-0.545620130371825,0.575686116835827,-2.88826504024287E8,-0.166666666666667,37.4330044986974,36.5762106875363
"002129","2014-01-03",121.881071822204,2.95369900032678,106.166558793109,3.39089826488155,0.24,89.5,0.777407861793724,0.27,-0.04,0.28,0.63,17.65,20.92,18.46,18.0,21.02,-9.84,0.84854285302409,0.81,0.105046189528039,165.895388718253,2.17004223433481,17.53,20.83,18.77,17.98,21.81,0.888961540550651,-0.0215688189704767,-176.5,-5.03,,-121.56,4.47,-228.019249406471,5.05260831429541,0.94,0.85,1.04,0.0186364596075934,0.07,0.325710679711528,1.17,0.91,0.91,1.12,1.0,0.894953810471961,-0.0215688189704767,-0.0503189839460107,0.0257533233565653,0.00907302709552776,-0.0503189839460107,-0.0239929729745142,0.0581360490061162,0.0500390572392171,0.713622293599365,0.43133200135507,1.76804233098189,,0.0167667467044311,178.325653487218,0.85,-0.094444444444444,-7.0,0.0260273072161128,-0.00178164547634406,-21.0,0.340203721058944,0.0114402340623576,-6.0,4.65740544822844,0.765465606211146,22.9925739321035,23.4938871682443,23.3004113614242,0.756239555658239,0.0460145804460028,0.206510253954099,0.690278909487049,0.030086461688803,0.611957696514267,0.174783595633197,3.50123073219371,0.354240544040421,0.558883830591822,0.0101307582674399,0.00922165700665649,0.00778914978940151,2.59003159593248,0.277259972291981,0.0,0.00103796859035302,,0.0112345295566157,-0.141555288994102,-0.00681178846363543,-0.0191024596835822,0.0396833622362685,-1.43042447569897,0.189088429766102,0.622793409226222,0.0607255087277259,0.670796023834278,,0.022067361951646,0.0614170606726788,0.369529864064968,0.64189469444918,-0.0775811693356884,0.575686116835827,0.0346400449860986,,0.619148034704776,0.692132006852431,0.028333603244906,-0.545620130371825,0.575686116835827,-2.70042373430106E8,-0.166666666666667,36.0205295918841,36.0030880390687
"002129","2014-01-06",121.881071822204,2.95369900032678,106.166558793109,3.39089826488155,0.24,89.5,0.777407861793724,0.27,-0.05,0.25,0.63,17.58,20.88,18.28,17.78,20.86,-9.84,0.84854285302409,0.81,0.105046189528039,165.895388718253,2.17004223433481,17.5,20.82,18.58,17.92,21.64,0.888961540550651,-0.0215688189704767,-176.5,-5.03,,-121.56,4.31,-219.769824894309,4.86981185747523,0.98,0.82,0.98,0.0186364596075934,0.07,0.325710679711528,1.1,0.91,0.92,1.05,1.0,0.894953810471961,-0.0215688189704767,-0.0503189839460107,0.0257533233565653,0.00907302709552776,-0.0503189839460107,-0.0239929729745142,0.0581360490061162,0.0500390572392171,0.713622293599365,0.43133200135507,1.76804233098189,,0.0167667467044311,171.874075294351,0.875,-0.0625,-7.0,0.0282722279521035,-2.60451709647549E-4,-21.0,0.349434799979707,0.0117506530759207,-4.0,4.86791399301028,0.765465606211146,22.9925739321035,23.4671147940079,23.2736389871878,0.714126828603728,0.0460292180790285,0.210168222508535,0.696405559990662,0.0301140014920051,0.61728972832633,0.176170538939864,3.50393279171975,0.262929068387131,0.673364315974584,0.0101558343617766,0.00915937443794645,0.00779848733506968,2.54428130968957,0.284783137170452,0.0,0.00103796859035302,,0.0112345295566157,-0.141555288994102,-0.00681178846363543,-0.0191024596835822,0.0396833622362685,-1.43042447569897,0.189088429766102,0.622793409226222,0.0622706282704427,0.670796023834278,,0.022067361951646,0.0614170606726788,0.369529864064968,0.64189469444918,-0.0775811693356884,0.575686116835827,0.0346400449860986,,0.619148034704776,0.692132006852431,0.028333603244906,-0.545620130371825,0.575686116835827,-2.56772236428604E8,-0.166666666666667,36.8419858968245,35.6723724480745
"002129","2014-01-07",121.881071822204,2.95369900032678,106.166558793109,3.39089826488155,0.24,89.5,0.777407861793724,0.19,-0.04,0.16,0.63,17.58,20.84,18.13,17.6,20.7,-9.84,0.84854285302409,0.81,0.105046189528039,165.895388718253,2.17004223433481,17.55,20.81,18.4,17.76,21.47,0.888961540550651,-0.0215688189704767,-176.5,-5.03,,-121.56,4.38,-222.992256344372,4.94121672342061,1.03,0.82,0.96,0.0186364596075934,0.07,0.325710679711528,0.94,0.91,0.92,0.85,0.99,0.894953810471961,-0.0215688189704767,-0.0503189839460107,0.0257533233565653,0.00907302709552776,-0.0503189839460107,-0.0239929729745142,0.0581360490061162,0.0500390572392171,0.713622293599365,0.43133200135507,1.76804233098189,,0.0167667467044311,174.394223025939,0.875,-0.0625,-6.0,0.0293334728722998,-2.70228196109392E-4,-20.0,0.362551414172494,0.0121917333086826,-5.0,4.86791399301028,0.765465606211146,22.9925739321035,23.4302654895658,23.2367896827457,0.729240466413776,0.0460145804460028,0.194051257278178,0.70776361335985,0.030087977817808,0.639835003520597,0.18333251017518,3.49002478016155,0.226079783308061,0.632095024236804,0.0100945631502159,0.00913559478253139,0.00779197062459811,2.53889880514651,0.295472944078903,0.0,0.00103796859035302,,0.0112345295566157,-0.141555288994102,-0.00681178846363543,-0.0191024596835822,0.0396833622362685,-1.43042447569897,0.189088429766102,0.622793409226222,0.0644573947521806,0.670796023834278,,0.022067361951646,0.0614170606726788,0.369529864064968,0.64189469444918,-0.0775811693356884,0.575686116835827,0.0346400449860986,,0.619148034704776,0.692132006852431,0.028333603244906,-0.545620130371825,0.575686116835827,-2.44030963810122E8,-0.166666666666667,34.146144025321,38.5212458999762
"002129","2014-01-08",121.881071822204,2.95369900032678,106.166558793109,3.39089826488155,0.24,89.5,0.777407861793724,0.03,-0.03,-0.03,0.63,17.57,20.81,17.99,17.43,20.56,-9.84,0.84854285302409,0.81,0.105046189528039,165.895388718253,2.17004223433481,17.59,20.8,18.22,17.51,21.33,0.888961540550651,-0.0215688189704767,-176.5,-5.03,,-121.56,4.39,-223.507845376383,4.95264150197187,1.02,0.83,0.93,0.0186364596075934,0.07,0.325710679711528,0.88,0.9,0.91,0.75,0.97,0.894953810471961,-0.0215688189704767,-0.0503189839460107,0.0257533233565653,0.00907302709552776,-0.0503189839460107,-0.0239929729745142,0.0581360490061162,0.0500390572392171,0.713622293599365,0.43133200135507,1.76804233098189,,0.0167667467044311,174.797446662994,0.875,-0.0625,-7.0,0.0289095787556481,-2.66323164373707E-4,-21.0,0.357312231886764,0.0120155521915051,-4.0,4.86791399301028,0.765465606211146,22.9925739321035,23.44482178734,23.2513459805199,0.733549738001875,0.0460292180790285,0.193628769705991,0.708142435286082,0.0301045550054317,0.65178595035715,0.1871643943196,3.48242491701796,0.213793665844386,0.64665129854366,0.0100066367140668,0.00909723792783777,0.0077822575304408,2.53830327997665,0.291203103846549,0.0,0.00103796859035302,,0.0112345295566157,-0.141555288994102,-0.00681178846363543,-0.0191024596835822,0.0396833622362685,-1.43042447569897,0.189088429766102,0.622793409226222,0.0635851568736373,0.670796023834278,,0.022067361951646,0.0614170606726788,0.369529864064968,0.64189469444918,-0.0775811693356884,0.575686116835827,0.0346400449860986,,0.619148034704776,0.692132006852431,0.028333603244906,-0.545620130371825,0.575686116835827,-2.45442609229179E8,0.0,38.025723248466,42.1553518227629
"002129","2014-01-09",121.881071822204,2.95369900032678,106.166558793109,3.39089826488155,0.24,89.5,0.777407861793724,-0.01,-0.02,-0.1,0.63,17.56,20.77,17.88,17.35,20.42,-9.84,0.84854285302409,0.81,0.105046189528039,165.895388718253,2.17004223433481,17.6,20.78,18.08,17.36,21.18,0.888961540550651,-0.0215688189704767,-176.5,-5.03,,-121.56,4.4,-224.152331666395,4.96692247516095,1.01,0.85,0.96,0.0186364596075934,0.07,0.325710679711528,0.84,0.9,0.91,0.64,0.96,0.894953810471961,-0.0215688189704767,-0.0503189839460107,0.0257533233565653,0.00907302709552776,-0.0503189839460107,-0.0239929729745142,0.0581360490061162,0.0500390572392171,0.713622293599365,0.43133200135507,1.76804233098189,,0.0167667467044311,175.301476209311,0.833333333333333,-0.104166666666667,-7.0,0.0311048689301458,0.00199627012874,-19.0,0.384459596437814,0.0399594488756464,-4.0,5.1712518342053,0.903991798735601,22.9925739321035,23.4471312571886,23.2536554503685,0.755409072354768,0.0460292180790285,0.193652450776726,0.698946371430797,0.0300640262094179,0.661886271595196,0.190033538168921,3.48299714867617,0.241476453779711,0.648961312470244,0.00985826648723196,0.00906017301438199,0.00777986605530988,2.5411915592326,0.290531355048749,0.0,0.00103796859035302,,0.0112345295566157,-0.141555288994102,-0.00681178846363543,-0.0191024596835822,0.0396833622362685,-1.43042447569897,0.189088429766102,0.622793409226222,0.0634477847409323,0.670796023834278,,0.022067361951646,0.0614170606726788,0.369529864064968,0.64189469444918,-0.0775811693356884,0.575686116835827,0.0346400449860986,,0.619148034704776,0.692132006852431,0.028333603244906,-0.545620130371825,0.575686116835827,-2.68449963657881E8,0.166666666666667,49.4823785870359,45.761374228574
"002129","2014-01-10",121.881071822204,2.95369900032678,106.166558793109,3.39089826488155,0.24,89.5,0.777407861793724,-0.04,-0.02,-0.18,0.63,17.54,20.73,17.76,17.27,20.26,-9.84,0.84854285302409,0.81,0.105046189528039,165.895388718253,2.17004223433481,17.62,20.77,17.93,17.26,20.98,0.888961540550651,-0.0215688189704767,-176.5,-5.03,,-121.56,4.35,-221.703283764347,4.91265477704246,1.01,0.85,0.97,0.0186364596075934,0.07,0.325710679711528,0.83,0.89,0.91,0.54,0.95,0.894953810471961,-0.0215688189704767,-0.0503189839460107,0.0257533233565653,0.00907302709552776,-0.0503189839460107,-0.0239929729745142,0.0581360490061162,0.0500390572392171,0.713622293599365,0.43133200135507,1.76804233098189,,0.0167667467044311,173.386163933304,0.833333333333333,-0.104166666666667,-7.0,0.0310154357244812,0.00199053042164184,-17.0,0.383354192192736,0.0398445568432265,-4.0,5.1712518342053,0.903991798735601,22.9925739321035,23.4500106142024,23.2565348073823,0.763972303015256,0.0460292180790285,0.202283635453549,0.675333439465875,0.0300223909212226,0.662650082009815,0.190204873060952,3.48387541993978,0.238499421029325,0.592968842868087,0.00979357908125209,0.00900582891363618,0.00777490892927087,2.53574853172189,0.289696014752461,0.0,0.00103796859035302,,0.0112345295566157,-0.141555288994102,-0.00681178846363543,-0.0191024596835822,0.0396833622362685,-1.43042447569897,0.189088429766102,0.622793409226222,0.0632769020339697,0.670796023834278,,0.022067361951646,0.0614170606726788,0.369529864064968,0.64189469444918,-0.0775811693356884,0.575686116835827,0.0346400449860986,,0.619148034704776,0.692132006852431,0.028333603244906,-0.545620130371825,0.575686116835827,-2.98877405726475E8,0.333333333333333,57.5472120381896,50.2130214844497
"002129","2014-01-13",121.881071822204,2.95369900032678,106.166558793109,3.39089826488155,0.24,89.5,0.777407861793724,-0.06,-0.02,-0.32,0.63,17.39,20.69,17.6,17.07,20.09,-9.84,0.84854285302409,0.81,0.105046189528039,165.895388718253,2.17004223433481,17.54,20.76,17.75,17.15,20.79,0.888961540550651,-0.0215688189704767,-176.5,-5.03,,-121.56,4.18,-212.809372962173,4.7155773470332,0.95,0.82,0.97,0.0186364596075934,0.07,0.325710679711528,0.78,0.88,0.89,0.5,0.94,0.894953810471961,-0.0215688189704767,-0.0503189839460107,0.0257533233565653,0.00907302709552776,-0.0503189839460107,-0.0239929729745142,0.0581360490061162,0.0500390572392171,0.713622293599365,0.43133200135507,1.76804233098189,,0.0167667467044311,166.430556194119,0.833333333333333,-0.104166666666667,-7.0,0.0313580480958563,0.00201251883909021,-15.0,0.3875889187344,0.040284700203704,-2.0,5.1712518342053,0.903991798735601,22.9925739321035,23.4390246696556,23.2455488628355,0.806769657448179,0.0454986543718563,0.245640015593341,0.677025435874419,0.0300919597213113,0.643717763222534,0.184772758245509,3.48383478893151,0.261666589336553,0.410460840595832,0.00965784399711047,0.0089867828518297,0.00780368271357316,2.48272828356415,0.292896145147983,0.0,0.00103796859035302,,0.0112345295566157,-0.141555288994102,-0.00681178846363543,-0.0191024596835822,0.0396833622362685,-1.43042447569897,0.189088429766102,0.622793409226222,0.0639312038576328,0.670796023834278,,0.022067361951646,0.0614170606726788,0.369529864064968,0.64189469444918,-0.0775811693356884,0.575686116835827,0.0346400449860986,,0.619148034704776,0.692132006852431,0.028333603244906,-0.545620130371825,0.575686116835827,-3.14769124525861E8,0.166666666666667,52.39231931047,52.9605676936143
"002129","2014-01-14",121.881071822204,2.95369900032678,106.166558793109,3.39089826488155,0.24,89.5,0.777407861793724,-0.1,-0.02,-0.34,0.63,17.24,20.65,17.47,16.92,19.91,-9.84,0.84854285302409,0.81,0.105046189528039,165.895388718253,2.17004223433481,17.39,20.74,17.6,17.02,20.58,0.888961540550651,-0.0215688189704767,-176.5,-5.03,,-121.56,4.21,-214.613934574208,4.75556407196261,0.92,0.84,0.96,0.0186364596075934,0.07,0.325710679711528,0.67,0.88,0.84,0.49,0.93,0.894953810471961,-0.0215688189704767,-0.0503189839460107,0.0257533233565653,0.00907302709552776,-0.0503189839460107,-0.0239929729745142,0.0581360490061162,0.0500390572392171,0.713622293599365,0.43133200135507,1.76804233098189,,0.0167667467044311,167.841838923809,0.833333333333333,-0.104166666666667,-8.0,0.0326685903845384,0.00209662774272269,-12.0,0.403787365368364,0.0419683127500732,1.0,5.1712518342053,0.903991798735601,22.9925739321035,23.3980815437683,23.2046057369482,0.80676965744818,0.0459999428129771,0.244406890627965,0.680745458203917,0.0301285913999174,0.629684099379544,0.180219363639301,3.4939869205166,0.220723332207299,0.407897962393394,0.00957380416658399,0.008947827340944,0.00778864759815365,2.48062692147742,0.305137110632665,0.0,0.00103796859035302,,0.0112345295566157,-0.141555288994102,-0.00681178846363543,-0.0191024596835822,0.0396833622362685,-1.43042447569897,0.189088429766102,0.622793409226222,0.0664255908804871,0.670796023834278,,0.022067361951646,0.0614170606726788,0.369529864064968,0.64189469444918,-0.0775811693356884,0.575686116835827,0.0346400449860986,,0.619148034704776,0.692132006852431,0.028333603244906,-0.545620130371825,0.575686116835827,-3.17705273084283E8,0.0,41.739177576105,59.5530595416057
"002129","2014-01-15",121.881071822204,2.95369900032678,106.166558793109,3.39089826488155,0.24,89.5,0.777407861793724,-0.17,-0.05,-0.26,0.63,17.24,20.63,17.44,17.11,19.78,-9.84,0.84854285302409,0.81,0.105046189528039,165.895388718253,2.17004223433481,17.31,20.74,17.52,17.09,20.42,0.888961540550651,-0.0215688189704767,-176.5,-5.03,,-121.56,4.48,-228.148146664473,5.05546450893323,0.95,0.92,1.02,0.0186364596075934,0.07,0.325710679711528,0.66,0.88,0.86,0.57,0.92,0.894953810471961,-0.0215688189704767,-0.0503189839460107,0.0257533233565653,0.00907302709552776,-0.0503189839460107,-0.0239929729745142,0.0581360490061162,0.0500390572392171,0.713622293599365,0.43133200135507,1.76804233098189,,0.0167667467044311,178.426459396481,0.833333333333333,-0.104166666666667,-9.0,0.0323938995344582,0.00207899844038148,-11.0,0.400392156290191,0.0416154260362588,2.0,5.1712518342053,0.903991798735601,22.9925739321035,23.4065255022627,23.2130496954426,0.811160005749472,0.0459999428129771,0.245926961945293,0.67935870096179,0.0301233085766127,0.629684099379544,0.180219363639301,3.4939869205166,0.178365077454085,0.41634189093742,0.00947379876420036,0.00890891096564093,0.00778012194268289,2.48079333756909,0.302571393185904,0.0,0.00103796859035302,,0.0112345295566157,-0.141555288994102,-0.00681178846363543,-0.0191024596835822,0.0396833622362685,-1.43042447569897,0.189088429766102,0.622793409226222,0.0659038669008331,0.670796023834278,,0.022067361951646,0.0614170606726788,0.369529864064968,0.64189469444918,-0.0775811693356884,0.575686116835827,0.0346400449860986,,0.619148034704776,0.692132006852431,0.028333603244906,-0.545620130371825,0.575686116835827,-3.30047156675486E8,0.166666666666667,46.0849429085353,53.9345994150137
