ticker,dataDate,DAVOL10,DAVOL20,DAVOL5,debtsAssetRatio,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,fixedAssetTRate,MA10,MA120,MA20,MA5,MA60,netAssetGrowthRate,netProfitGrowthRate,netProfitRatio,NPParentCompanyYOY,operaProfitRatio,operatingRevenueGrowthRate,operProfitGrowthRrate,PB,PE,PS,REVS10,REVS20,REVS5,ROA5,taxRatio,totalAssetGrowthRate,totalProfitGrowthRate,VOL10,VOL120,VOL20,VOL5,VOL60,NPToTOR,operatingProfitToTOR,operatingProfitRatio,debtEquityRatio,PCF,REC,DAREC,GREC,FEP,DAFE,GFE,FSP,DAFS,GFS,FGE,FGS,ASSI,LCAP,LFLO,CMRA,DHILO,DVRAT,HBETA,HSIGMA,DDNBT,DDNCR,DDNSR,RSTR12,RSTR24,MNDTO3,MNDTO6,MNDTO12,TOBT,BTOP,CTOP,CTP5,ETOP,ETP5,EGRO,ROA,ROE,ROE5,SUE,BLEV,DTOA,MLEV,financingCashGrowthRate,equityToAsset,dilutedEPSTTM,operatingProfitGrowthRate,NPParentCompanyGrowthRate,WVAD,PSY,RSI,MFI
"601688","2014-01-02",0.03,0.11,0.14,0.64,8.85,8.95,8.97,8.87,8.94,37.85,5.59,8.84,8.92,9.02,8.85,8.92,0.0519702835166518,0.177893826528558,0.320656549592448,36.89,41.8,,37.78,1.4,23.31301238836,7.30075709610168,0.99,0.92,1.0,0.0291275356449765,5.6,0.337790657039953,0.216361782966561,0.4,0.57,0.45,0.46,0.55,0.320656549592448,0.417955134154369,0.417955134154369,1.83299227544407,-2.79114004979944,0.75,-0.035714285714286,2.0,0.0480967607338057,-0.00145508502190985,-22.0,0.149162618386961,1.55498364682528E-4,15.0,0.493054788550038,0.271633378306306,25.0961393602501,24.6388026616744,24.6383869347362,0.435918837389281,0.0242302602968909,0.0339759996832796,1.4429898472118,0.0131007444471492,1.26211838191147,0.742138747856953,1.70065016219143,-0.0734218473739564,0.166678714357761,0.00544456892616816,0.00570001599814084,0.00883854360951273,1.03882689045713,0.690607680538016,0.0167480325898092,0.054244812483274,,0.149853647576362,-0.0709651922948996,0.0216077467413176,0.061577773638165,0.123273116250105,-0.807762693321844,0.0,0.0,0.0,,0.356799856076007,0.379616321244643,0.203945216163602,0.182675619196431,-3.22834209477525E8,-0.166666666666667,42.8570765603205,56.4523141679948
"601688","2014-01-03",0.05,0.1,0.18,0.64,8.81,8.95,8.92,8.8,8.93,37.85,5.59,8.81,8.93,8.97,8.83,8.92,0.0519702835166518,0.177893826528558,0.320656549592448,36.89,41.8,,37.78,1.36,22.6544527163724,7.09452101994061,0.96,0.89,0.98,0.0291275356449765,5.6,0.337790657039953,0.216361782966561,0.43,0.58,0.44,0.51,0.54,0.320656549592448,0.417955134154369,0.417955134154369,1.83299227544407,-2.71229428568081,0.7625,-0.020394736842105,-1.0,0.0608075263125214,0.00236695050759878,-19.0,0.182002316507243,0.00107378781498883,14.0,0.864457611346419,0.532548041042523,25.0961393602501,24.6264498937074,24.6260341667692,0.435918837389281,0.0242570071392501,0.0334168625403906,1.44408775808244,0.0130871151625397,1.25883560457878,0.741410608081834,1.69789262637558,-0.085774722291124,0.154325839440594,0.00542657553068233,0.00570605484453572,0.00881967513585806,1.03922657581591,0.69919150481589,0.0169562002265187,0.054244812483274,,0.149853647576362,-0.0709651922948996,0.0216077467413176,0.061577773638165,0.123273116250105,-0.807762693321844,0.0,0.0,0.0,,0.356799856076007,0.379616321244643,0.203945216163602,0.182675619196431,-3.40540732198298E8,-0.166666666666667,47.7875057680423,56.2762864003527
"601688","2014-01-06",0.08,0.08,0.25,0.64,8.8,8.95,8.89,8.77,8.93,37.85,5.59,8.81,8.93,8.93,8.8,8.91,0.0519702835166518,0.177893826528558,0.320656549592448,36.89,41.8,,37.78,1.39,23.049588519565,7.21826266563725,1.0,0.92,0.98,0.0291275356449765,5.6,0.337790657039953,0.216361782966561,0.45,0.58,0.44,0.54,0.55,0.320656549592448,0.417955134154369,0.417955134154369,1.83299227544407,-2.75960174415199,0.7625,-0.0242647058823531,-3.0,0.0625751869611412,0.00320665717301754,-17.0,0.187293081521989,0.00110500257705246,14.0,0.864457611346419,0.532548041042523,25.0961393602501,24.597794637947,24.5973789110088,0.392217421310461,0.0242837539816092,0.0327284965572121,1.44600427551526,0.0130970975556106,1.26174731109249,0.741388648900709,1.70187028485442,-0.100041063189695,0.186295420789522,0.00542694128603512,0.00572164357732952,0.00877703516950549,1.0405177826278,0.719516839258212,0.0174491130238012,0.054244812483274,,0.149853647576362,-0.0709651922948996,0.0216077467413176,0.061577773638165,0.123273116250105,-0.807762693321844,0.0,0.0,0.0,,0.356799856076007,0.379616321244643,0.203945216163602,0.182675619196431,-4.264402732355E8,-0.166666666666667,39.7058572795486,48.3958896780706
"601688","2014-01-07",0.06,0.06,0.19,0.64,8.78,8.94,8.86,8.73,8.92,37.85,5.59,8.79,8.93,8.89,8.76,8.91,0.0519702835166518,0.177893826528558,0.320656549592448,36.89,41.8,,37.78,1.37,22.7598222638904,7.12751879212638,0.99,0.92,0.98,0.0291275356449765,5.6,0.337790657039953,0.216361782966561,0.44,0.57,0.43,0.5,0.54,0.320656549592448,0.417955134154369,0.417955134154369,1.83299227544407,-2.72490960793979,0.7625,-0.017261904761905,-6.0,0.0615024694703788,0.00133052079388575,-14.0,0.184082342981612,0.00108605967573156,13.0,0.864457611346419,0.532548041042523,25.0961393602501,24.615086135057,24.6146704081189,0.397229963134005,0.0242837539816092,0.031682188004611,1.42337489032255,0.0134652572463724,1.21133270328202,0.706754263172288,1.71393759670429,-0.0827494661335516,0.186078214793391,0.00544772277376479,0.00573006075556858,0.00876861817505227,1.04064090657471,0.707182264870929,0.0171499853719646,0.054244812483274,,0.149853647576362,-0.0709651922948996,0.0216077467413176,0.061577773638165,0.123273116250105,-0.807762693321844,0.0,0.0,0.0,,0.356799856076007,0.379616321244643,0.203945216163602,0.182675619196431,-5.04956344628884E8,-0.166666666666667,42.6573559688516,47.7859070546991
"601688","2014-01-08",0.06,0.07,0.17,0.64,8.76,8.94,8.83,8.69,8.91,37.85,5.59,8.78,8.93,8.86,8.7,8.9,0.0519702835166518,0.177893826528558,0.320656549592448,36.89,41.8,,37.78,1.37,22.8388494245289,7.15226712126571,0.99,0.93,0.97,0.0291275356449765,5.6,0.337790657039953,0.216361782966561,0.44,0.56,0.42,0.44,0.54,0.320656549592448,0.417955134154369,0.417955134154369,1.83299227544407,-2.73437109963403,0.7625,-0.017261904761905,-7.0,0.0622854870215063,0.00134746029473384,-13.0,0.18642598392235,0.00109988682438092,14.0,0.864457611346419,0.532548041042523,25.0961393602501,24.6024350175035,24.6020192905653,0.407132396048724,0.0242837539816092,0.0310953199313726,1.4239907862004,0.0134873732474572,1.20333658669721,0.70469646500137,1.70759560528641,-0.0891702281905999,0.173427011838828,0.00539806893098757,0.00570175561232404,0.0087258140622092,1.0403412751286,0.716185742780165,0.0173683300931355,0.054244812483274,,0.149853647576362,-0.0709651922948996,0.0216077467413176,0.061577773638165,0.123273116250105,-0.807762693321844,0.0,0.0,0.0,,0.356799856076007,0.379616321244643,0.203945216163602,0.182675619196431,-5.9766314623085E8,-0.166666666666667,39.8692516737118,52.4781270462713
"601688","2014-01-09",0.07,0.06,0.12,0.64,8.72,8.94,8.8,8.63,8.9,37.85,5.59,8.75,8.93,8.83,8.64,8.89,0.0519702835166518,0.177893826528558,0.320656549592448,36.89,41.8,,37.78,1.35,22.4963983950954,7.04502436166196,0.96,0.94,0.96,0.0291275356449765,5.6,0.337790657039953,0.216361782966561,0.44,0.56,0.4,0.41,0.53,0.320656549592448,0.417955134154369,0.417955134154369,1.83299227544407,-2.69337130229234,0.7625,-0.017261904761905,-9.0,0.0620699663051689,0.00134279780236452,-11.0,0.185780911313622,0.00109608098761836,14.0,0.864457611346419,0.532548041042523,25.0961393602501,24.60590122548,24.6054854985418,0.401931812369957,0.0242837539816092,0.0310216682680931,1.42534993127266,0.0134869876576061,1.21110303570661,0.709346223451299,1.70735107295564,-0.0614539848544693,0.176893300405545,0.00539660081803307,0.0056951947632494,0.00867551053180848,1.0429010503923,0.713707591421064,0.0173082320651316,0.054244812483274,,0.149853647576362,-0.0709651922948996,0.0216077467413176,0.061577773638165,0.123273116250105,-0.807762693321844,0.0,0.0,0.0,,0.356799856076007,0.379616321244643,0.203945216163602,0.182675619196431,-6.64529006853274E8,0.0,46.0431362469303,52.8652496632934
"601688","2014-01-10",0.08,0.05,0.1,0.64,8.68,8.93,8.77,8.59,8.89,37.85,5.59,8.72,8.93,8.8,8.62,8.89,0.0519702835166518,0.177893826528558,0.320656549592448,36.89,41.8,,37.78,1.34,22.3646864606979,7.00377714642975,0.97,0.93,0.99,0.0291275356449765,5.6,0.337790657039953,0.216361782966561,0.43,0.55,0.39,0.36,0.53,0.320656549592448,0.417955134154369,0.417955134154369,1.83299227544407,-2.67760214946861,0.7625,-0.017261904761905,-11.0,0.0630148252770275,0.00136323851832557,-9.0,0.188608957972963,0.00111276606120037,14.0,0.864457611346419,0.532548041042523,25.0961393602501,24.590793442488,24.5903777155498,0.39943493217137,0.0242837539816092,0.0363284381530895,1.43904128399034,0.0134572230815615,1.21088584235043,0.709238519805665,1.70730411354733,-0.0786938557117531,0.122513355456562,0.0053908409349812,0.00569531065963492,0.0086445614437335,1.04255426723629,0.724571992695624,0.0175717063237343,0.054244812483274,,0.149853647576362,-0.0709651922948996,0.0216077467413176,0.061577773638165,0.123273116250105,-0.807762693321844,0.0,0.0,0.0,,0.356799856076007,0.379616321244643,0.203945216163602,0.182675619196431,-7.38949393553332E8,0.0,42.9530397518233,47.5802615780578
"601688","2014-01-13",0.08,0.05,0.04,0.64,8.64,8.93,8.74,8.55,8.88,37.85,5.59,8.68,8.92,8.77,8.57,8.88,0.0519702835166518,0.177893826528558,0.320656549592448,36.89,41.8,,37.78,1.35,22.3910288475774,7.01202658947619,0.95,0.93,0.97,0.0291275356449765,5.6,0.337790657039953,0.216361782966561,0.4,0.55,0.39,0.26,0.52,0.320656549592448,0.417955134154369,0.417955134154369,1.83299227544407,-2.68075598003336,0.7625,-0.020394736842105,-13.0,0.0633859373222397,0.00220546120625209,-7.0,0.189719729221331,0.00111931945378694,14.0,0.864457611346419,0.532548041042523,25.0961393602501,24.5849214350108,24.5845057080726,0.349836546537301,0.0242837539816092,0.04311673324108,1.43693617139987,0.0134733965027242,1.21171593799921,0.708106334579704,1.71120618306349,-0.0575809389910541,0.0988290968791247,0.00529202766715209,0.0055955840492685,0.0085993727568546,1.03981113517154,0.728839201133171,0.0176751910488446,0.054244812483274,,0.149853647576362,-0.0709651922948996,0.0216077467413176,0.061577773638165,0.123273116250105,-0.807762693321844,0.0,0.0,0.0,,0.356799856076007,0.379616321244643,0.203945216163602,0.182675619196431,-7.70360898060484E8,-0.166666666666667,40.3972770643307,49.0609218242283
"601688","2014-01-14",0.06,0.05,-0.05,0.64,8.63,8.92,8.72,8.56,8.87,37.85,5.59,8.67,8.92,8.76,8.57,8.87,0.0519702835166518,0.177893826528558,0.320656549592448,36.89,41.8,,37.78,1.37,22.7334798770109,7.11926934907994,0.98,0.97,1.0,0.0291275356449765,5.6,0.337790657039953,0.216361782966561,0.38,0.55,0.37,0.26,0.52,0.320656549592448,0.417955134154369,0.417955134154369,1.83299227544407,-2.72175577737504,0.7625,-0.02198275862069,-16.0,0.0633113656312723,8.84458099831708E-4,-4.0,0.189496529539894,0.00111800260737072,13.0,0.864457611346419,0.532548041042523,25.0961393602501,24.5860985981838,24.5856828712456,0.362468370630962,0.0242837539816092,0.0440893801653048,1.43620003085888,0.0134532941070433,1.2151765992421,0.708623313667583,1.71484140558794,-0.0564035110801798,0.107601119881863,0.00524282386363582,0.00556711410121424,0.00857226612219519,1.04208817076854,0.727981743249486,0.0176543967064342,0.054244812483274,,0.149853647576362,-0.0709651922948996,0.0216077467413176,0.061577773638165,0.123273116250105,-0.807762693321844,0.0,0.0,0.0,,0.356799856076007,0.379616321244643,0.203945216163602,0.182675619196431,-7.50462410635186E8,-0.166666666666667,36.1703429892293,50.6060709236017
"601688","2014-01-15",0.04,0.03,-0.06,0.64,8.61,8.92,8.71,8.57,8.86,37.85,5.59,8.63,8.93,8.75,8.56,8.86,0.0519702835166518,0.177893826528558,0.320656549592448,36.89,41.8,,37.78,1.37,22.7071374901314,7.1110199060335,0.96,0.97,0.99,0.0291275356449765,5.6,0.337790657039953,0.216361782966561,0.33,0.55,0.36,0.23,0.51,0.320656549592448,0.417955134154369,0.417955134154369,1.83299227544407,-2.7186019468103,0.7625,-0.02198275862069,-17.0,0.062357660239376,8.71134860784417E-4,-3.0,0.186642004761194,0.00110116131664556,14.0,0.864457611346419,0.532548041042523,25.0961393602501,24.6012769397829,24.6008612128447,0.357110503442538,0.0242837539816092,0.0433420467335504,1.43877927062099,0.0134339348340224,1.2151765992421,0.708623313667583,1.71484140558794,-0.0809088044682337,0.1227793893265,0.00520432648069482,0.00553871045071254,0.00850771639205151,1.04170142354912,0.717015621972263,0.017388455620474,0.054244812483274,,0.149853647576362,-0.0709651922948996,0.0216077467413176,0.061577773638165,0.123273116250105,-0.807762693321844,0.0,0.0,0.0,,0.356799856076007,0.379616321244643,0.203945216163602,0.182675619196431,-7.09636192530605E8,0.0,46.3768799911124,50.0202984614549
