ticker,dataDate,accountsPayablesTDays,accountsPayablesTRate,currentAssetsTRate,DAVOL10,DAVOL20,DAVOL5,debtsAssetRatio,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,equityTRate,fixedAssetTRate,inventoryTDays,inventoryTRate,MA10,MA120,MA20,MA5,MA60,netAssetGrowthRate,netProfitGrowthRate,netProfitRatio,NPParentCompanyYOY,operaProfitRatio,operatingRevenueGrowthRate,operProfitGrowthRrate,PB,PE,PS,REVS10,REVS20,REVS5,ROA5,taxRatio,totalAssetGrowthRate,totalProfitGrowthRate,VOL10,VOL120,VOL20,VOL5,VOL60,NPToTOR,operatingProfitToTOR,operatingProfitRatio,debtEquityRatio,PCF,REC,DAREC,GREC,FEP,DAFE,GFE,FSP,DAFS,GFS,FGE,FGS,ASSI,LCAP,LFLO,CMRA,DHILO,DVRAT,HBETA,HSIGMA,DDNBT,DDNCR,DDNSR,RSTR12,RSTR24,MNDTO3,MNDTO6,MNDTO12,TOBT,BTOP,CTOP,CTP5,ETOP,ETP5,EGRO,ROA,ROE,ROE5,SUE,BLEV,DTOA,MLEV,financingCashGrowthRate,longDebtToAsset,bondsPayableToAsset,equityToAsset,equityFixedAssetRatio,dilutedEPSTTM,operatingProfitGrowthRate,NPParentCompanyGrowthRate,fixAssetRatio,instangleAssetRatio,currentAssetsRatio,nonCurrentAssetsRatio,saleServiceCashToORTTM,cashRateOfSalesTTM,NOCFToOperatingNITTM,fixedAssetsTRate,WVAD,PSY,RSI,MFI
"000776","2014-01-02",3.35098242681805,107.431181112412,0.49082291557795,0.28,0.3,0.32,0.68,12.29,12.2,12.54,12.31,12.3,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,12.29,12.15,12.66,12.26,12.2,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,2.14,27.3056161046221,9.27510311190347,0.97,0.92,1.01,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.48,0.48,0.5,0.48,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.91466630732126,0.868055555555556,0.055555555555556,22.0,0.0392807605043055,-3.05490247997643E-4,-12.0,0.111568000115154,-2.80384538349061E-4,12.0,0.324131833217871,0.182238728206389,25.2228124081905,25.0256099564856,25.0256099564856,0.453614428367026,0.0265226155089788,0.0187278428291098,1.42210480569572,0.0133873536997995,1.36591506185685,0.734642320195305,1.85929264392735,-0.199357704286875,0.202847693239869,0.00452164612785975,0.00479394193871954,0.00769694811588787,0.700465814094783,0.447537560966421,0.0120192307692308,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-4.78575162122871E8,0.0,43.01885832809,50.369435943635
"000776","2014-01-03",3.35098242681805,107.431181112412,0.49082291557795,0.3,0.28,0.33,0.68,12.24,12.2,12.48,12.28,12.3,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,12.23,12.16,12.58,12.29,12.2,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,2.09,26.666501603384,9.05801030298886,0.95,0.89,1.01,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.49,0.48,0.47,0.48,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.82303973515635,0.847222222222222,-0.0306847545219641,19.0,0.0492819955045223,-0.00190446478798948,-11.0,0.134250460903461,-2.89337140097901E-4,9.0,0.649287414064767,0.412336035238567,25.2228124081905,25.0183722891854,25.0183722891854,0.453614428367026,0.0264525097585202,0.0187627365915919,1.42230069436854,0.0133591126111696,1.3649417195497,0.734934518186161,1.85722902622456,-0.206595688177423,0.195609709349321,0.00451049886593046,0.00479139528747599,0.00768077057518643,0.701630114052022,0.450788439133248,0.0121065375302663,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-5.27429537310424E8,0.0,45.9676690478805,56.1600102966887
"000776","2014-01-06",3.35098242681805,107.431181112412,0.49082291557795,0.32,0.26,0.35,0.68,12.19,12.2,12.41,12.18,12.29,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,12.2,12.16,12.51,12.22,12.2,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,2.06,26.3359251372263,8.94572091906751,0.98,0.89,0.97,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.5,0.48,0.47,0.49,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.7756466805883,0.847222222222222,-0.0306847545219641,17.0,0.0504631342397547,-0.00195010898538758,-11.0,0.137468033933379,-2.96271666596115E-4,7.0,0.649287414064767,0.412336035238567,25.2228124081905,24.994688046147,24.994688046147,0.443162112823637,0.0265226155089788,0.013289994443888,1.42316331868778,0.0133388750150545,1.36627540840031,0.735281712168698,1.85816590537865,-0.221813398117512,0.21374031392666,0.0045145102656099,0.0047893320136326,0.00758425946323921,0.703314933462007,0.461592459575284,0.012396694214876,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-6.15140609220322E8,-0.166666666666667,40.9420301246755,49.5520112817239
"000776","2014-01-07",3.35098242681805,107.431181112412,0.49082291557795,0.3,0.24,0.29,0.68,12.14,12.2,12.35,12.09,12.29,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,12.16,12.16,12.43,12.16,12.2,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,2.05,26.2036945507632,8.90080516549897,0.96,0.89,0.98,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.49,0.48,0.46,0.45,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.75668945876108,0.84375,-0.033522727272727,14.0,0.0515967934569505,-2.8521327465622E-4,-10.0,0.140440643201632,0.00432167476595494,6.0,0.665433789534067,0.424989497370457,25.2228124081905,24.9822138719219,24.9822138719219,0.454931775273676,0.0264525097585202,0.0128902187321196,1.41508122257654,0.0133558028536965,1.34579367910663,0.729225857780415,1.84551009093795,-0.234287611798728,0.183548841468723,0.00453257098907826,0.0047964951400875,0.00757628503450732,0.704067908146257,0.467386507185016,0.0125523012552301,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-7.86926293311546E8,-0.333333333333333,34.5587915361423,48.708370056112
"000776","2014-01-08",3.35098242681805,107.431181112412,0.49082291557795,0.32,0.24,0.3,0.68,12.12,12.2,12.29,12.02,12.28,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,12.15,12.16,12.36,12.06,12.2,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,2.07,26.4020404304578,8.96817879585178,0.99,0.89,0.96,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.46,0.48,0.46,0.43,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.78512529150191,0.84375,-0.033522727272727,13.0,0.0518571641556399,-2.86652534242374E-4,-11.0,0.141149342830909,0.00434348304904638,7.0,0.665433789534067,0.424989497370457,25.2228124081905,24.977180304247,24.977180304247,0.403471172883169,0.0263824040080616,0.0131293226361253,1.41485423836938,0.0133548655890563,1.34277684064718,0.729602219760199,1.84042318441481,-0.220838866277607,0.178515176985096,0.00450371856298811,0.00477924246390307,0.00749590977677918,0.705396285798588,0.469745059786454,0.0126156433978133,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-9.85656875864675E8,-0.333333333333333,34.6862873062318,49.4061046342254
"000776","2014-01-09",3.35098242681805,107.431181112412,0.49082291557795,0.28,0.24,0.26,0.68,12.06,12.19,12.23,11.9,12.28,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,12.1,12.16,12.31,11.93,12.21,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,2.03,25.8731180846056,8.78851578157762,0.96,0.92,0.95,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.45,0.47,0.44,0.43,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.70929640419302,0.84375,-0.033522727272727,11.0,0.0514675861277594,-2.84499051096981E-4,-11.0,0.140088955447371,0.00431085254200012,7.0,0.665433789534067,0.424989497370457,25.2228124081905,24.9847211862317,24.9847211862317,0.424953291928173,0.026045477654383,0.0128913676258631,1.41007442234665,0.0133329722459758,1.34530050401921,0.730067494197111,1.84270703012014,-0.2012331116333,0.186056388760033,0.00453201514353512,0.00478893403769174,0.00743706352828681,0.706629420093811,0.466216090222115,0.0125208681135225,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-1.0939913872171E9,-0.166666666666667,45.5752492901868,49.9119699073239
"000776","2014-01-10",3.35098242681805,107.431181112412,0.49082291557795,0.28,0.23,0.27,0.68,11.97,12.18,12.16,11.75,12.26,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,12.05,12.14,12.25,11.81,12.2,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,1.98,25.2780804455218,8.58639489051919,0.96,0.9,0.95,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.45,0.46,0.44,0.41,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.62398890597053,0.821428571428571,-0.055844155844156,9.0,0.0519009040724176,-6.56763520687809E-4,-11.0,0.142249908648363,0.00369610346894704,7.0,0.645810290996845,0.41798305636525,25.2228124081905,24.9644844079443,24.9644844079443,0.424953291928173,0.026045477654383,0.0186419973072582,1.40926147675553,0.0133388527319153,1.34464945457081,0.729434038182169,1.84341473551444,-0.234200524845623,0.120054247568219,0.00453997782212111,0.00480053544391685,0.00737819001134726,0.707685910022371,0.47574691319088,0.0127768313458262,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-1.27925015277272E9,-0.333333333333333,37.1795795359813,43.8015983976262
"000776","2014-01-13",3.35098242681805,107.431181112412,0.49082291557795,0.26,0.23,0.23,0.68,11.87,12.17,12.08,11.63,12.24,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,11.96,12.14,12.18,11.7,12.2,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,1.97,25.1238114279816,8.53399317802256,0.93,0.89,0.95,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.42,0.46,0.43,0.35,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.6018721471721,0.821428571428571,-0.055844155844156,7.0,0.0531226341595626,-6.29750655729277E-4,-13.0,0.145598424370687,8.42104192241061E-4,7.0,0.645810290996845,0.41798305636525,25.2228124081905,24.9412175246856,24.9412175246856,0.37672958115463,0.0262139408312223,0.0219214068175073,1.41190894632767,0.0133327361310276,1.33176775437368,0.725916881630697,1.83460088623646,-0.222233434820538,0.0664956008946906,0.00455972382185014,0.00476741531903027,0.00726716816134758,0.701159966151087,0.486945837912898,0.013077593722755,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-1.40809284131534E9,-0.333333333333333,37.5000258643586,44.5456236612485
"000776","2014-01-14",3.35098242681805,107.431181112412,0.49082291557795,0.25,0.23,0.19,0.68,11.8,12.16,12.02,11.58,12.22,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,11.9,12.13,12.12,11.62,12.19,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,1.99,25.4103110319849,8.63131064408773,0.95,0.91,0.97,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.4,0.46,0.43,0.35,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.64294612779775,0.821428571428571,-0.067994505494506,4.0,0.0534488257728231,-6.38812735430766E-4,-14.0,0.14649244978349,8.47275007456576E-4,6.0,0.645810290996845,0.41798305636525,25.2228124081905,24.9350959489448,24.9350959489448,0.397728260693941,0.0261795055817711,0.0239763503370265,1.41202458330675,0.0133042221113826,1.33234775006817,0.726353917181421,1.83429553906486,-0.22835492300218,0.0781623072666692,0.00452676725192699,0.00474831069673608,0.00724696140557882,0.703790073460696,0.489935856215872,0.0131578947368421,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-1.53343128628662E9,-0.5,30.5937080890262,45.7487917408725
"000776","2014-01-15",3.35098242681805,107.431181112412,0.49082291557795,0.24,0.23,0.2,0.68,11.71,12.15,11.96,11.5,12.21,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,11.79,12.13,12.06,11.52,12.18,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,1.98,25.2340035833675,8.57142297266302,0.92,0.91,0.96,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.38,0.46,0.43,0.32,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.61766983202812,0.821428571428571,-0.067994505494506,3.0,0.0528461937389578,-6.31610163392084E-4,-15.0,0.144840756941178,8.37722036860795E-4,7.0,0.645810290996845,0.41798305636525,25.2228124081905,24.9464349278253,24.9464349278253,0.395131634846675,0.0262023723940241,0.0243989647695011,1.41487769936763,0.0132665962008436,1.33234775006817,0.726353917181421,1.83429553906486,-0.274634062481935,0.0895012982413895,0.00452029297393365,0.00473389532308716,0.0071358156840574,0.704417164707882,0.484411861306239,0.013009540329575,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-1.5361108374732E9,-0.333333333333333,38.8350280308491,54.1168616983621
"000776","2014-01-16",3.35098242681805,107.431181112412,0.49082291557795,0.23,0.24,0.19,0.68,11.65,12.15,11.91,11.49,12.2,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,11.71,12.13,12.0,11.48,12.18,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,1.99,25.4323494630621,8.63879660301582,0.93,0.9,0.98,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.38,0.46,0.43,0.32,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.64610566476895,0.821428571428571,-0.067994505494506,1.0,0.0532154247869155,-6.36023160166876E-4,-15.0,0.145852744762601,8.4357511659432E-4,7.0,0.645810290996845,0.41798305636525,25.2228124081905,24.9394723235446,24.9394723235446,0.378637986241765,0.0262023723940241,0.0264183468951715,1.42188731641319,0.0132111846283003,1.3299748010922,0.72650422181944,1.83064978997843,-0.271783184658239,0.0825385662324309,0.0045221932247542,0.00463388266376035,0.00704320753329374,0.70563626731705,0.487796398328466,0.0131004366812227,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-1.47628339604695E9,-0.5,27.9570864835661,47.779506196048
"000776","2014-01-17",3.35098242681805,107.431181112412,0.49082291557795,0.23,0.24,0.2,0.68,11.58,12.14,11.85,11.46,12.18,45.0,0.187060604638313,10.25,336.575789547456,1.0695956488256,11.64,12.13,11.94,11.47,12.17,0.0470335910787014,0.151255932420113,0.338543523181554,28.34,42.15,,28.1,1.97,25.1238114279816,8.53399317802256,0.94,0.9,0.99,0.0481747076745916,4.32,0.349684139738401,0.139443740304011,0.36,0.45,0.43,0.32,0.46,0.338543523181554,0.421508049707048,0.421508049707048,2.11700755366645,-3.6018721471721,0.821428571428571,-0.0706168831168841,-1.0,0.0528003998102411,-0.00136125060414086,-15.0,0.144715245020085,-8.97590258203386E-4,5.0,0.645810290996845,0.41798305636525,25.2228124081905,24.9473018546243,24.9473018546243,0.370868248977405,0.0261795055817711,0.0266348278083666,1.42334951561038,0.0132080428388592,1.33233226596088,0.728262202647085,1.82946782232845,-0.241346524949342,0.082575562851609,0.00451705141133061,0.00459252699074663,0.00696051420279687,0.706648485726966,0.483992093662126,0.012998266897747,0.0593741236048912,,0.219450806526452,0.0556336300899011,0.0250228685798619,0.0780182248571394,0.194332824286355,-0.273916364598236,0.0,0.0,0.0,,0.0,0.0,0.321009906403647,1.39800217662745,0.453752808672305,0.166903860381785,0.160031338359565,0.534258029214103,0.105282810314198,,0.700271186580007,0.992315074692558,0.563690391695727,-2.98417378579974,0.534258029214103,-1.44257354361827E9,-0.333333333333333,32.79573147913,54.9189828544272
