"","dataDate","PE"
"1","2014-01-02",60.2533641390726
"2","2014-01-03",62.3054458302448
"3","2014-01-06",61.8454964856717
"4","2014-01-07",63.2253445193909
"5","2014-01-08",66.4803706502158
"6","2014-01-09",64.7467154283634
"7","2014-01-10",64.0037203332838
"8","2014-01-13",62.6592530183779
"9","2014-01-14",64.3929082402303
"10","2014-01-15",65.2774262105631
"11","2014-01-16",66.8695585571622
"12","2014-01-17",68.2140258720681
"13","2014-01-20",69.9476810939205
"14","2014-01-21",70.7614376266267
"15","2014-01-22",70.6199147513734
"16","2014-01-23",70.9737219395066
"17","2014-01-24",77.4837742011562
"18","2014-01-27",80.4911353002879
"19","2014-01-28",79.2881908606352
"20","2014-01-29",79.5712366111417
"21","2014-01-30",81.3402725518074
"22","2014-02-07",80.2434702685946
"23","2014-02-10",80.1373281121547
"24","2014-02-11",78.7574800784355
"25","2014-02-12",75.7854996981172
"26","2014-02-13",75.2547889159175
"27","2014-02-14",78.2621500150491
"28","2014-02-17",81.3402725518074
"29","2014-02-18",80.6680388943544
"30","2014-02-19",76.2808297615036
"31","2014-02-20",73.061184349492
"32","2014-02-21",73.4149915376252
"33","2014-02-24",73.2380879435586
"34","2014-02-25",71.362909846453
"35","2014-02-26",72.7073771613589
"36","2014-02-27",70.0538232503604
"37","2014-02-28",70.7260569078133
"38","2014-03-03",71.8228591910261
"39","2014-03-04",71.8228591910261
"40","2014-03-05",71.5398134405196
"41","2014-03-06",70.79681834544
"42","2014-03-07",70.4076304384935
"43","2014-03-10",67.9309801215616
"44","2014-03-11",67.0818428700421
"45","2014-03-12",67.1172235888554
"46","2014-03-13",67.8248379651217
"47","2014-03-14",66.9757007136022
"48","2014-03-17",68.6032137790146
"49","2014-03-18",69.098543842401
"50","2014-03-19",72.1766663791592
"51","2014-03-20",68.992401685961
"52","2014-03-21",71.362909846453
"53","2014-03-24",74.3348902267713
"54","2014-03-25",72.4243314108524
"55","2014-03-26",73.0258036306787
"56","2014-03-27",72.1412856603459
