ticker,dataDate,accountsPayablesTDays,accountsPayablesTRate,ARTDays,ARTRate,currentAssetsTRate,DAVOL10,DAVOL20,DAVOL5,debtsAssetRatio,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,equityTRate,fixedAssetTRate,inventoryTDays,inventoryTRate,MA10,MA120,MA20,MA5,MA60,netAssetGrowthRate,netProfitGrowthRate,netProfitRatio,NPParentCompanyYOY,operaProfitRatio,operatingRevenueGrowthRate,operProfitGrowthRrate,PB,PE,PS,REVS10,REVS20,REVS5,ROA5,taxRatio,totalAssetGrowthRate,totalProfitGrowthRate,VOL10,VOL120,VOL20,VOL5,VOL60,NPToTOR,operatingProfitToTOR,operatingProfitRatio,debtEquityRatio,PCF,REC,DAREC,GREC,FEP,DAFE,GFE,FSP,DAFS,GFS,FGE,FGS,ASSI,LCAP,LFLO,CMRA,DHILO,DVRAT,HBETA,HSIGMA,DDNBT,DDNCR,DDNSR,RSTR12,RSTR24,MNDTO3,MNDTO6,MNDTO12,TOBT,BTOP,CTOP,CTP5,ETOP,ETP5,EGRO,ROA,ROE,ROE5,SUE,BLEV,DTOA,MLEV,financingCashGrowthRate,longDebtToAsset,bondsPayableToAsset,equityToAsset,equityFixedAssetRatio,dilutedEPSTTM,operatingProfitGrowthRate,NPParentCompanyGrowthRate,fixAssetRatio,instangleAssetRatio,currentAssetsRatio,nonCurrentAssetsRatio,saleServiceCashToORTTM,cashRateOfSalesTTM,NOCFToOperatingNITTM,fixedAssetsTRate,WVAD,PSY,RSI,MFI
"000783","2014-01-02",35.245909305706,10.2139512667281,4.85822686346008,74.1011093383984,7.2761121015679,-0.14,-0.09,0.19,0.6,10.1,9.35,10.08,10.25,9.86,40.0,,11.04,35.8695930968806,10.0363558356425,10.05,9.14,10.08,10.21,9.78,0.0485566244578708,0.444224824992695,0.332231515321709,47.27,40.49,,62.79,1.95,25.7375116800286,8.54732340170014,1.01,0.99,1.03,0.031332300819967,5.04,0.141499560359396,0.38636299896218,1.3,1.52,1.32,1.52,1.91,0.332231515321709,0.404898547067858,0.404898547067858,1.4706415687525,-16.6997717222609,0.822916666666667,-0.098958333333333,-22.0,0.0435903230370784,3.74067104785053E-4,12.0,0.125010357367536,-0.00197502996439626,-8.0,0.573867387816827,0.348534341099795,24.1659056035685,23.9284820699449,23.9284820699449,0.380127820273629,0.0332711706060511,-0.0549910812973196,1.35818801847831,0.014187950628274,1.43987276462617,0.704092373699599,2.04500548281822,0.125697659553373,0.410607316846713,0.0189785788880225,0.0150285878373289,0.0143734783412437,0.677339768142041,0.491310389294388,0.0192307692307692,0.0265421393917983,,0.048304092374457,-0.108863460081452,0.0305932075622927,0.0756149002691137,0.111171835020273,-0.584617520430567,0.0,0.0,0.0,,0.0,0.0,0.404989722892504,-0.842469380227393,0.399028473602177,0.479482803222567,0.443635518287781,0.382039866565359,1.11832844508534E-4,,0.385849478373629,1.19713070988669,-0.195660813703242,4.38738364926522,0.382039866565359,-9.95620974394772E7,0.0,57.6923010932234,72.7094416899677
"000783","2014-01-03",35.245909305706,10.2139512667281,4.85822686346008,74.1011093383984,7.2761121015679,-0.06,-0.11,0.36,0.6,10.07,9.36,10.06,10.18,9.87,40.0,,11.04,35.8695930968806,10.0363558356425,10.03,9.16,10.06,10.21,9.79,0.0485566244578708,0.444224824992695,0.332231515321709,47.27,40.49,,62.79,1.87,24.7601378187617,8.22274150036975,0.98,0.95,1.0,0.031332300819967,5.04,0.141499560359396,0.38636299896218,1.36,1.54,1.33,1.61,1.91,0.332231515321709,0.404898547067858,0.404898547067858,1.4706415687525,-16.065603175846,0.852272727272727,0.016335227272727,-19.0,0.0511828027952662,-2.65707586278959E-4,9.0,0.144714128943661,7.43972642899844E-4,-9.0,0.824900615376454,0.541572849837967,24.1659056035685,23.915903287738,23.915903287738,0.380127820273629,0.0326690232013569,-0.0555189726598646,1.35899826106219,0.0141696747198335,1.43429034642521,0.702516628697059,2.0416461160291,0.113118871916889,0.398028529210229,0.0188586245651188,0.0150440729565549,0.014361628686544,0.676632580717122,0.497529508146215,0.0194741966893866,0.0265421393917983,,0.048304092374457,-0.108863460081452,0.0305932075622927,0.0756149002691137,0.111171835020273,-0.584617520430567,0.0,0.0,0.0,,0.0,0.0,0.404989722892504,-0.842469380227393,0.399028473602177,0.479482803222567,0.443635518287781,0.382039866565359,1.11832844508534E-4,,0.385849478373629,1.19713070988669,-0.195660813703242,4.38738364926522,0.382039866565359,-6.3055824776515E7,0.0,57.3248277337607,71.5131635966696
"000783","2014-01-06",35.245909305706,10.2139512667281,4.85822686346008,74.1011093383984,7.2761121015679,-0.06,-0.13,0.34,0.6,10.03,9.37,10.03,10.06,9.87,40.0,,11.04,35.8695930968806,10.0363558356425,10.01,9.18,10.03,10.13,9.8,0.0485566244578708,0.444224824992695,0.332231515321709,47.27,40.49,,62.79,1.86,24.5596508728608,8.15616059753275,0.99,0.95,0.96,0.031332300819967,5.04,0.141499560359396,0.38636299896218,1.38,1.54,1.33,1.53,1.91,0.332231515321709,0.404898547067858,0.404898547067858,1.4706415687525,-15.9355173201711,0.852272727272727,0.016335227272727,-17.0,0.0532031765898162,-2.76196043632076E-4,7.0,0.150426528770385,7.73339984066943E-4,-9.0,0.824900615376454,0.541572849837967,24.1659056035685,23.8771887755573,23.8771887755573,0.338880065367829,0.0332711706060511,-0.0598778999509322,1.36496708311432,0.0142111531409029,1.44085637413177,0.701096396872957,2.05514731006791,0.0850996106132683,0.386246926666813,0.0188556378826098,0.01520819562594,0.0143921431661103,0.680606113158016,0.517168830836198,0.0202429149797571,0.0265421393917983,,0.048304092374457,-0.108863460081452,0.0305932075622927,0.0756149002691137,0.111171835020273,-0.584617520430567,0.0,0.0,0.0,,0.0,0.0,0.404989722892504,-0.842469380227393,0.399028473602177,0.479482803222567,0.443635518287781,0.382039866565359,1.11832844508534E-4,,0.385849478373629,1.19713070988669,-0.195660813703242,4.38738364926522,0.382039866565359,-7.54597996173135E7,0.0,48.1283215797283,62.2780114891996
"000783","2014-01-07",35.245909305706,10.2139512667281,4.85822686346008,74.1011093383984,7.2761121015679,-0.06,-0.15,0.2,0.6,9.98,9.38,10.0,9.9,9.87,40.0,,11.04,35.8695930968806,10.0363558356425,10.0,9.19,10.0,9.99,9.81,0.0485566244578708,0.444224824992695,0.332231515321709,47.27,40.49,,62.79,1.82,24.0834943763461,7.99803095329487,0.99,0.94,0.93,0.031332300819967,5.04,0.141499560359396,0.38636299896218,1.37,1.52,1.31,1.46,1.9,0.332231515321709,0.404898547067858,0.404898547067858,1.4706415687525,-15.6265634129433,0.8625,0.0265625,-14.0,0.0539701220474517,5.41831067916582E-5,6.0,0.152068540069963,0.00119369259967544,-10.0,0.836217768140157,0.545781575988624,24.1659056035685,23.8690586494741,23.8690586494741,0.332180730909451,0.0326690232013569,-0.0544375550612179,1.35616706845934,0.0142373417026265,1.41791562334907,0.694624702587865,2.04126864199695,0.0769695224942274,0.338674979492991,0.0187833881505897,0.0152002562715285,0.0143914744655571,0.685579357780959,0.521390617210371,0.0204081632653061,0.0265421393917983,,0.048304092374457,-0.108863460081452,0.0305932075622927,0.0756149002691137,0.111171835020273,-0.584617520430567,0.0,0.0,0.0,,0.0,0.0,0.404989722892504,-0.842469380227393,0.399028473602177,0.479482803222567,0.443635518287781,0.382039866565359,1.11832844508534E-4,,0.385849478373629,1.19713070988669,-0.195660813703242,4.38738364926522,0.382039866565359,-1.58886893164266E8,-0.166666666666667,41.0112286336658,54.0489168730495
"000783","2014-01-08",35.245909305706,10.2139512667281,4.85822686346008,74.1011093383984,7.2761121015679,-0.05,-0.16,0.14,0.6,9.97,9.39,9.97,9.82,9.88,40.0,,11.04,35.8695930968806,10.0363558356425,10.01,9.21,9.98,9.87,9.82,0.0485566244578708,0.444224824992695,0.332231515321709,47.27,40.49,,62.79,1.85,24.4844682681479,8.13119275896888,1.0,0.96,0.94,0.031332300819967,5.04,0.141499560359396,0.38636299896218,1.41,1.52,1.3,1.34,1.91,0.332231515321709,0.404898547067858,0.404898547067858,1.4706415687525,-15.886735124293,0.8625,0.0265625,-13.0,0.0550371692055179,5.52543648863944E-5,7.0,0.155075098094239,0.001217293181771,-9.0,0.836217768140157,0.545781575988624,24.1659056035685,23.8494804867798,23.8494804867798,0.377384011585898,0.0320668757966627,-0.0557963173757401,1.35616332122498,0.0143182366815914,1.40102480567068,0.688463799340258,2.03500141476322,0.0627822160051095,0.319096886286823,0.0186662069061079,0.0151677268440103,0.0144063005725771,0.685718831812813,0.531699068539192,0.0208116545265349,0.0265421393917983,,0.048304092374457,-0.108863460081452,0.0305932075622927,0.0756149002691137,0.111171835020273,-0.584617520430567,0.0,0.0,0.0,,0.0,0.0,0.404989722892504,-0.842469380227393,0.399028473602177,0.479482803222567,0.443635518287781,0.382039866565359,1.11832844508534E-4,,0.385849478373629,1.19713070988669,-0.195660813703242,4.38738364926522,0.382039866565359,-3.1198302571135E8,-0.166666666666667,37.2448991204118,53.7731372858222
"000783","2014-01-09",35.245909305706,10.2139512667281,4.85822686346008,74.1011093383984,7.2761121015679,-0.01,-0.16,0.02,0.6,9.9,9.4,9.94,9.68,9.88,40.0,,11.04,35.8695930968806,10.0363558356425,9.96,9.22,9.96,9.71,9.84,0.0485566244578708,0.444224824992695,0.332231515321709,47.27,40.49,,62.79,1.8,23.8078248257324,7.90648221189399,0.96,0.96,0.92,0.031332300819967,5.04,0.141499560359396,0.38636299896218,1.44,1.51,1.28,1.35,1.91,0.332231515321709,0.404898547067858,0.404898547067858,1.4706415687525,-15.4476953613903,0.8625,0.0265625,-11.0,0.0541358440189383,5.43494827592887E-5,7.0,0.152535485433535,0.0011973579812507,-9.0,0.836217768140157,0.545781575988624,24.1659056035685,23.8659927298522,23.8659927298522,0.377359891668217,0.0316573198706918,-0.056818257251163,1.35822324948166,0.0143408159041786,1.40743208081334,0.690969129291231,2.03689574707487,0.0967431893438692,0.335609097098006,0.0186066654403362,0.0151962900940986,0.0144097890026077,0.685734599041848,0.522991611940802,0.0204708290685773,0.0265421393917983,,0.048304092374457,-0.108863460081452,0.0305932075622927,0.0756149002691137,0.111171835020273,-0.584617520430567,0.0,0.0,0.0,,0.0,0.0,0.404989722892504,-0.842469380227393,0.399028473602177,0.479482803222567,0.443635518287781,0.382039866565359,1.11832844508534E-4,,0.385849478373629,1.19713070988669,-0.195660813703242,4.38738364926522,0.382039866565359,-4.16927526319336E8,0.0,45.8763047798259,54.0044790550366
"000783","2014-01-10",35.245909305706,10.2139512667281,4.85822686346008,74.1011093383984,7.2761121015679,,-0.18,-0.01,0.6,9.8,9.4,9.89,9.54,9.87,40.0,,11.04,35.8695930968806,10.0363558356425,9.9,9.22,9.93,9.59,9.84,0.0485566244578708,0.444224824992695,0.332231515321709,47.27,40.49,,62.79,1.76,23.2564857245049,7.72338472909224,0.94,0.94,0.94,0.031332300819967,5.04,0.141499560359396,0.38636299896218,1.39,1.51,1.29,1.16,1.89,0.332231515321709,0.404898547067858,0.404898547067858,1.4706415687525,-15.0899592582845,0.8625,0.0437500000000001,-9.0,0.0556744416910555,0.0011909518673249,7.0,0.156870704493225,0.00199909547685283,-9.0,0.836217768140157,0.545781575988624,24.1659056035685,23.837968062404,23.837968062404,0.365628968792518,0.0320668757966627,-0.0557616953096129,1.36797477492817,0.0143803225686023,1.40586323139734,0.688412110800993,2.04218259577328,0.0786687823291089,0.273636940340276,0.0186362195381946,0.0152468530826082,0.0144172544391843,0.689791340051369,0.537855584069646,0.0210526315789474,0.0265421393917983,,0.048304092374457,-0.108863460081452,0.0305932075622927,0.0756149002691137,0.111171835020273,-0.584617520430567,0.0,0.0,0.0,,0.0,0.0,0.404989722892504,-0.842469380227393,0.399028473602177,0.479482803222567,0.443635518287781,0.382039866565359,1.11832844508534E-4,,0.385849478373629,1.19713070988669,-0.195660813703242,4.38738364926522,0.382039866565359,-5.41248515500828E8,0.0,44.7236432110097,47.5187904868477
"000783","2014-01-13",35.245909305706,10.2139512667281,4.85822686346008,74.1011093383984,7.2761121015679,-0.06,-0.19,-0.22,0.6,9.71,9.41,9.84,9.46,9.86,40.0,,11.04,35.8695930968806,10.0363558356425,9.82,9.23,9.89,9.5,9.83,0.0485566244578708,0.444224824992695,0.332231515321709,47.27,40.49,,62.79,1.77,23.4068509339306,7.77332040621999,0.91,0.92,0.95,0.031332300819967,5.04,0.141499560359396,0.38636299896218,1.28,1.51,1.25,1.03,1.84,0.332231515321709,0.404898547067858,0.404898547067858,1.4706415687525,-15.1875236500406,0.8625,0.0437500000000001,-7.0,0.0569943099208003,0.00121918564004166,9.0,0.160589622056642,0.0020464878265196,-7.0,0.836217768140157,0.545781575988624,24.1659056035685,23.8145378105957,23.8145378105957,0.332788353748283,0.0325330723178545,-0.0587950684592338,1.36969729987786,0.0144283466604977,1.40547311986789,0.685810357196731,2.04936117560662,0.0720456329574759,0.248872375917985,0.018549311990166,0.0151032216706143,0.014398189510775,0.688471019619252,0.550606470760952,0.021551724137931,0.0265421393917983,,0.048304092374457,-0.108863460081452,0.0305932075622927,0.0756149002691137,0.111171835020273,-0.584617520430567,0.0,0.0,0.0,,0.0,0.0,0.404989722892504,-0.842469380227393,0.399028473602177,0.479482803222567,0.443635518287781,0.382039866565359,1.11832844508534E-4,,0.385849478373629,1.19713070988669,-0.195660813703242,4.38738364926522,0.382039866565359,-7.00913805041671E8,-0.166666666666667,39.7260100968937,48.3334969852671
"000783","2014-01-14",35.245909305706,10.2139512667281,4.85822686346008,74.1011093383984,7.2761121015679,-0.16,-0.22,-0.33,0.6,9.64,9.42,9.8,9.43,9.85,40.0,,11.04,35.8695930968806,10.0363558356425,9.73,9.24,9.86,9.46,9.83,0.0485566244578708,0.444224824992695,0.332231515321709,47.27,40.49,,62.79,1.79,23.6323987480691,7.84822392191162,0.92,0.94,0.98,0.031332300819967,5.04,0.141499560359396,0.38636299896218,1.22,1.51,1.21,0.98,1.79,0.332231515321709,0.404898547067858,0.404898547067858,1.4706415687525,-15.3338702376748,0.875,0.0390625,-4.0,0.056628179450217,0.00121135361237544,12.0,0.15955799707555,0.00203334122377964,-4.0,0.836217768140157,0.545781575988624,24.1659056035685,23.8209825160383,23.8209825160383,0.321452844084538,0.0320668757966627,-0.0520411994836172,1.36888334479342,0.0144094718815856,1.40972077236016,0.686411775485155,2.05375377099814,0.0784902603749855,0.28921845296205,0.0183846588893602,0.0150442268638434,0.0143708923063042,0.69469726483643,0.547069384225014,0.0214132762312634,0.0265421393917983,,0.048304092374457,-0.108863460081452,0.0305932075622927,0.0756149002691137,0.111171835020273,-0.584617520430567,0.0,0.0,0.0,,0.0,0.0,0.404989722892504,-0.842469380227393,0.399028473602177,0.479482803222567,0.443635518287781,0.382039866565359,1.11832844508534E-4,,0.385849478373629,1.19713070988669,-0.195660813703242,4.38738364926522,0.382039866565359,-7.89030360047307E8,-0.166666666666667,35.6097401749563,49.7071824750347
"000783","2014-01-15",35.245909305706,10.2139512667281,4.85822686346008,74.1011093383984,7.2761121015679,-0.23,-0.27,-0.39,0.6,9.55,9.42,9.76,9.38,9.84,40.0,,11.04,35.8695930968806,10.0363558356425,9.63,9.25,9.83,9.38,9.82,0.0485566244578708,0.444224824992695,0.332231515321709,47.27,40.49,,62.79,1.77,23.4820335386434,7.79828824478387,0.9,0.94,0.96,0.031332300819967,5.04,0.141499560359396,0.38636299896218,1.12,1.5,1.2,0.91,1.76,0.332231515321709,0.404898547067858,0.404898547067858,1.4706415687525,-15.2363058459187,0.875,0.0390625,-3.0,0.0560877196251354,0.00119979244322233,13.0,0.158035174197841,0.00201393499788991,-3.0,0.836217768140157,0.545781575988624,24.1659056035685,23.8305723604429,23.8305723604429,0.327772772829357,0.0320668757966627,-0.049609039580395,1.37177577717861,0.0143561285560547,1.40972077236016,0.686411775485155,2.05375377099814,0.0427936328742693,0.298808371415626,0.0183232138641246,0.0149906674605334,0.014334280109844,0.695195792866002,0.541848149380873,0.0212089077412513,0.0265421393917983,,0.048304092374457,-0.108863460081452,0.0305932075622927,0.0756149002691137,0.111171835020273,-0.584617520430567,0.0,0.0,0.0,,0.0,0.0,0.404989722892504,-0.842469380227393,0.399028473602177,0.479482803222567,0.443635518287781,0.382039866565359,1.11832844508534E-4,,0.385849478373629,1.19713070988669,-0.195660813703242,4.38738364926522,0.382039866565359,-8.00891376197832E8,0.0,39.0476147990655,53.9397371964893
