ticker,dataDate,accountsPayablesTDays,accountsPayablesTRate,ARTDays,ARTRate,cashToCurrentDebt,costRatio,currentAssetsTRate,DAVOL10,DAVOL20,DAVOL5,debtsAssetRatio,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,equityTRate,fixedAssetTRate,grossIncomeRatio,inventoryTDays,inventoryTRate,longTermDebtToAsset,MA10,MA120,MA20,MA5,MA60,netAssetGrowthRate,netProfitGrowthRate,netProfitRatio,NPParentCompanyYOY,operaProfitRatio,operatingRevenueGrowthRate,operProfitGrowthRrate,PB,PE,PS,REVS10,REVS20,REVS5,ROA5,taxRatio,totalAssetGrowthRate,totalAssetTRate,totalProfitGrowthRate,VOL10,VOL120,VOL20,VOL5,VOL60,salesCostRatio,NPToTOR,operatingProfitToTOR,EBITToTOR,operatingExpenseRate,operatingProfitRatio,totalProfitCostRatio,adminiExpenseRate,financialExpenseRate,currentRatio,quickRatio,debtEquityRatio,operCashInToCurrentDebt,PCF,REC,DAREC,GREC,FEP,DAFE,GFE,FSP,DAFS,GFS,FGE,FGS,ASSI,LCAP,LFLO,CMRA,DHILO,DVRAT,HBETA,HSIGMA,DDNBT,DDNCR,DDNSR,RSTR12,RSTR24,MNDTO3,MNDTO6,MNDTO12,TOBT,BTOP,CTOP,CTP5,ETOP,ETP5,EGRO,ROA,ROE,ROE5,SUE,BLEV,DTOA,MLEV,financingCashGrowthRate,operCashGrowthRate,longDebtToAsset,bondsPayableToAsset,equityToAsset,equityFixedAssetRatio,dilutedEPSTTM,fixAssetRatio,instangleAssetRatio,currentAssetsRatio,nonCurrentAssetsRatio,saleServiceCashToORTTM,cashRateOfSalesTTM,NOCFToOperatingNITTM,fixedAssetsTRate,WVAD,PSY,RSI,MFI
"601600","2014-01-02",9.50857765436307,37.8605521336634,8.98888996005791,40.0494389851982,0.13,98.81,2.67623902114244,0.11,0.11,0.12,0.74,3.42,3.73,3.57,3.37,3.85,-43.0,2.98603686948563,1.95,0.0119189193697319,56.6401408929655,6.35591639293946,15.69,3.44,3.68,3.63,3.37,3.93,-0.07838066627214,-108.37,-0.0374207221398127,-111.51,-4.66,,-90.93,1.09,-7.91135811691266,0.27928551260217,0.92,0.85,0.98,-0.0170779673008863,0.22,0.14432294296899,0.87,-111.68,0.16,0.26,0.16,0.15,0.25,0.988081080630268,-0.0374207221398127,-0.0466420410331703,-0.000832682652444536,0.0116109033052778,-0.0466420410331703,-0.0321606097607135,0.0165040178528242,0.0329071132283573,0.701517758692513,0.465896004875089,3.66754745544758,0.0448002280189032,10.6407223051556,0.5,0.0,0.0,-0.0550663408291612,-0.0116938419437249,-19.0,3.97719840912353,-0.0736342578578609,-19.0,0.782150575424041,-0.133306220778929,25.8881482747886,24.5515432287765,24.2067733396518,0.87938037189808,0.031416196233379,0.0493721387827499,0.891118600242391,0.0177428284671732,1.16077655171374,0.567002482194291,2.04721599669467,-0.411330164958418,-0.635642773495718,0.00258368542261326,0.00260710823091439,0.00233986564655665,5.50169920605405,1.65074974444023,0.0,0.000665764974851758,,-0.049696240099625,-0.40378523461747,-0.0295124293593563,-0.145832649221473,-0.0389334681423028,-2.9738732401736,0.410167807234983,0.692765924146677,0.534434867496179,-0.492478744277305,,0.156900361653999,0.106202459679165,0.257791476882487,0.530439693397571,-0.424705840684559,0.48599582589923,0.0650608237592881,,0.675863050818842,1.20726846373372,0.0262468566129999,-0.449714513593736,0.48599582589923,-149838726.382219,-0.5,12.9628702821177,11.9948453868756
"601600","2014-01-03",9.50857765436307,37.8605521336634,8.98888996005791,40.0494389851982,0.13,98.81,2.67623902114244,0.12,0.11,0.12,0.74,3.4,3.73,3.55,3.38,3.83,-43.0,2.98603686948563,1.95,0.0119189193697319,56.6401408929655,6.35591639293946,15.69,3.42,3.68,3.6,3.38,3.91,-0.07838066627214,-108.37,-0.0374207221398127,-111.51,-4.66,,-90.93,1.09,-7.95844953427523,0.280947926367659,0.93,0.85,1.01,-0.0170779673008863,0.22,0.14432294296899,0.87,-111.68,0.18,0.26,0.16,0.15,0.23,0.988081080630268,-0.0374207221398127,-0.0466420410331703,-0.000832682652444536,0.0116109033052778,-0.0466420410331703,-0.0321606097607135,0.0165040178528242,0.0329071132283573,0.701517758692513,0.465896004875089,3.66754745544758,0.0448002280189032,10.7040599379244,0.5,0.0,0.0,-0.0214759986175507,0.0127779633207064,-18.0,4.38711124608982,-0.249197826280684,-20.0,0.91603777742206,-0.0552270946798543,25.8881482747886,24.5397087711295,24.1949388820048,0.883882071177936,0.0310939274500663,0.0520389525397424,0.891506318489663,0.0177097375538232,1.15575989717044,0.565466600159018,2.04390479799413,-0.423164801063878,-0.647477409601178,0.00256640324940758,0.00261104034462507,0.00233640257139893,5.50166692393115,1.67040152711214,0.0,0.000665764974851758,,-0.049696240099625,-0.40378523461747,-0.0295124293593563,-0.145832649221473,-0.0389334681423028,-2.9738732401736,0.410167807234983,0.692765924146677,0.537378215260797,-0.492478744277305,,0.156900361653999,0.106202459679165,0.257791476882487,0.530439693397571,-0.424705840684559,0.48599582589923,0.0650608237592881,,0.675863050818842,1.20726846373372,0.0262468566129999,-0.449714513593736,0.48599582589923,-178584997.60788,-0.5,15.2172567261676,11.8187413526911
"601600","2014-01-06",9.50857765436307,37.8605521336634,8.98888996005791,40.0494389851982,0.13,98.81,2.67623902114244,0.13,0.11,0.11,0.74,3.37,3.73,3.51,3.35,3.81,-43.0,2.98603686948563,1.95,0.0119189193697319,56.6401408929655,6.35591639293946,15.69,3.39,3.68,3.57,3.36,3.89,-0.07838066627214,-108.37,-0.0374207221398127,-111.51,-4.66,,-90.93,1.06,-7.69944673878107,0.271804650657469,0.92,0.82,0.97,-0.0170779673008863,0.22,0.14432294296899,0.87,-111.68,0.16,0.26,0.15,0.16,0.22,0.988081080630268,-0.0374207221398127,-0.0466420410331703,-0.000832682652444536,0.0116109033052778,-0.0466420410331703,-0.0321606097607135,0.0165040178528242,0.0329071132283573,0.701517758692513,0.465896004875089,3.66754745544758,0.0448002280189032,10.3557029576961,0.5,0.0,0.0,-0.0213489217026539,0.012702354070288,-17.0,4.36115200794728,-0.247723282929911,-21.0,0.91603777742206,-0.0552270946798543,25.8881482747886,24.5456435066493,24.2008736175246,0.864406647043425,0.0307716586667537,0.0560047345349088,0.886302622181963,0.0177461402845289,1.14978855427782,0.561527882702288,2.0476072332234,-0.430782908043055,-0.601823260969983,0.00256388579270257,0.00262695120349486,0.00233400171644582,5.50261414164189,1.66051749440734,0.0,0.000665764974851758,,-0.049696240099625,-0.40378523461747,-0.0295124293593563,-0.145832649221473,-0.0389334681423028,-2.9738732401736,0.410167807234983,0.692765924146677,0.535902499957366,-0.492478744277305,,0.156900361653999,0.106202459679165,0.257791476882487,0.530439693397571,-0.424705840684559,0.48599582589923,0.0650608237592881,,0.675863050818842,1.20726846373372,0.0262468566129999,-0.449714513593736,0.48599582589923,-199284766.20206,-0.333333333333333,19.1490888940981,21.8797853208398
"601600","2014-01-07",9.50857765436307,37.8605521336634,8.98888996005791,40.0494389851982,0.13,98.81,2.67623902114244,0.11,0.1,0.1,0.74,3.35,3.72,3.48,3.32,3.79,-43.0,2.98603686948563,1.95,0.0119189193697319,56.6401408929655,6.35591639293946,15.69,3.36,3.68,3.53,3.33,3.87,-0.07838066627214,-108.37,-0.0374207221398127,-111.51,-4.66,,-90.93,1.06,-7.67590103009978,0.270973443774724,0.93,0.83,0.96,-0.0170779673008863,0.22,0.14432294296899,0.87,-111.68,0.16,0.26,0.15,0.15,0.21,0.988081080630268,-0.0374207221398127,-0.0466420410331703,-0.000832682652444536,0.0116109033052778,-0.0466420410331703,-0.0321606097607135,0.0165040178528242,0.0329071132283573,0.701517758692513,0.465896004875089,3.66754745544758,0.0448002280189032,10.3240341413117,0.5,0.0,0.0,-0.035196731532888,-0.0250656962003491,-16.0,4.76391390922474,0.48883510209522,-18.0,0.866081255281613,-0.0015618600577536,25.8881482747886,24.5125577820635,24.1677878929389,0.84410189370306,0.0310939274500663,0.0546974886298621,0.890837787450256,0.0177186122798519,1.15841184506725,0.566679235872266,2.04421085463658,-0.4638685577965,-0.647791316429373,0.00254988884674463,0.00261915551282737,0.00233122704784144,5.51678770323306,1.71637588106936,0.0,0.000665764974851758,,-0.049696240099625,-0.40378523461747,-0.0295124293593563,-0.145832649221473,-0.0389334681423028,-2.9738732401736,0.410167807234983,0.692765924146677,0.544120772119139,-0.492478744277305,,0.156900361653999,0.106202459679165,0.257791476882487,0.530439693397571,-0.424705840684559,0.48599582589923,0.0650608237592881,,0.675863050818842,1.20726846373372,0.0262468566129999,-0.449714513593736,0.48599582589923,-217452483.053184,-0.333333333333333,16.0715309446567,21.998031376433
"601600","2014-01-08",9.50857765436307,37.8605521336634,8.98888996005791,40.0494389851982,0.13,98.81,2.67623902114244,0.11,0.09,0.1,0.74,3.32,3.72,3.45,3.28,3.77,-43.0,2.98603686948563,1.95,0.0119189193697319,56.6401408929655,6.35591639293946,15.69,3.34,3.68,3.5,3.3,3.85,-0.07838066627214,-108.37,-0.0374207221398127,-111.51,-4.66,,-90.93,1.04,-7.58171819537463,0.267648616243746,0.93,0.83,0.95,-0.0170779673008863,0.22,0.14432294296899,0.87,-111.68,0.16,0.26,0.14,0.15,0.21,0.988081080630268,-0.0374207221398127,-0.0466420410331703,-0.000832682652444536,0.0116109033052778,-0.0466420410331703,-0.0321606097607135,0.0165040178528242,0.0329071132283573,0.701517758692513,0.465896004875089,3.66754745544758,0.0448002280189032,10.1973588757742,0.5,0.0,0.0,-0.035304696967038,-0.0251425848390004,-17.0,4.77852714207512,0.490334596273427,-17.0,0.866081255281613,-0.0015618600577536,25.8881482747886,24.509494992533,24.1647251034083,0.868500518754717,0.0307716586667537,0.0571103012254215,0.890312139436292,0.0176995399637532,1.15488490676412,0.566827894543807,2.03745249286574,-0.459209858115987,-0.650854776678321,0.00252502890194797,0.00260556548800588,0.00232437562961801,5.52014296282784,1.72164083775975,0.0,0.000665764974851758,,-0.049696240099625,-0.40378523461747,-0.0295124293593563,-0.145832649221473,-0.0389334681423028,-2.9738732401736,0.410167807234983,0.692765924146677,0.544880404100512,-0.492478744277305,,0.156900361653999,0.106202459679165,0.257791476882487,0.530439693397571,-0.424705840684559,0.48599582589923,0.0650608237592881,,0.675863050818842,1.20726846373372,0.0262468566129999,-0.449714513593736,0.48599582589923,-244096187.954309,-0.416666666666667,15.7895138791445,22.50536478636
"601600","2014-01-09",9.50857765436307,37.8605521336634,8.98888996005791,40.0494389851982,0.13,98.81,2.67623902114244,0.1,0.09,0.1,0.74,3.29,3.71,3.42,3.23,3.75,-43.0,2.98603686948563,1.95,0.0119189193697319,56.6401408929655,6.35591639293946,15.69,3.31,3.68,3.47,3.25,3.83,-0.07838066627214,-108.37,-0.0374207221398127,-111.51,-4.66,,-90.93,1.02,-7.39335252592433,0.260998961181789,0.92,0.82,0.93,-0.0170779673008863,0.22,0.14432294296899,0.87,-111.68,0.14,0.26,0.14,0.14,0.2,0.988081080630268,-0.0374207221398127,-0.0466420410331703,-0.000832682652444536,0.0116109033052778,-0.0466420410331703,-0.0321606097607135,0.0165040178528242,0.0329071132283573,0.701517758692513,0.465896004875089,3.66754745544758,0.0448002280189032,9.94400834469902,0.5,0.0,0.0,-0.0357432646312248,-0.0254549150854476,-17.0,4.83788772769096,0.496425709270612,-15.0,0.866081255281613,-0.0015618600577536,25.8881482747886,24.4971491567107,24.152379267586,0.884585613568581,0.0298529631496811,0.0588346583970032,0.886267186166226,0.0176981673224994,1.15344150738058,0.565904990962814,2.0382246592633,-0.471555038723311,-0.663199957285645,0.00244921313360766,0.00260150076316178,0.00232096874755122,5.5187283402542,1.74302768046484,0.0,0.000665764974851758,,-0.049696240099625,-0.40378523461747,-0.0295124293593563,-0.145832649221473,-0.0389334681423028,-2.9738732401736,0.410167807234983,0.692765924146677,0.547940261158617,-0.492478744277305,,0.156900361653999,0.106202459679165,0.257791476882487,0.530439693397571,-0.424705840684559,0.48599582589923,0.0650608237592881,,0.675863050818842,1.20726846373372,0.0262468566129999,-0.449714513593736,0.48599582589923,-277189403.319719,-0.416666666666667,17.3078210982698,26.6561966389571
"601600","2014-01-10",9.50857765436307,37.8605521336634,8.98888996005791,40.0494389851982,0.13,98.81,2.67623902114244,0.09,0.09,0.11,0.74,3.27,3.71,3.39,3.2,3.73,-43.0,2.98603686948563,1.95,0.0119189193697319,56.6401408929655,6.35591639293946,15.69,3.3,3.68,3.44,3.22,3.81,-0.07838066627214,-108.37,-0.0374207221398127,-111.51,-4.66,,-90.93,1.03,-7.51108106933077,0.265154995595512,0.96,0.83,0.94,-0.0170779673008863,0.22,0.14432294296899,0.87,-111.68,0.14,0.26,0.15,0.13,0.2,0.988081080630268,-0.0374207221398127,-0.0466420410331703,-0.000832682652444536,0.0116109033052778,-0.0466420410331703,-0.0321606097607135,0.0165040178528242,0.0329071132283573,0.701517758692513,0.465896004875089,3.66754745544758,0.0448002280189032,10.102352426621,0.5,0.0,0.0,-0.0366539210549502,-0.0261034479538667,-17.0,4.96114601374678,0.509073498041838,-13.0,0.866081255281613,-0.0015618600577536,25.8881482747886,24.4719905970745,24.1272207079499,0.867874745302383,0.0298529631496811,0.0657684300761177,0.906135689960905,0.0176908519388872,1.15200880358886,0.563963521663161,2.04270091829969,-0.500582242077431,-0.722953433406329,0.00239039829708423,0.00259587482631639,0.00231421628705413,5.52308309781177,1.78743602901172,0.0,0.000665764974851758,,-0.049696240099625,-0.40378523461747,-0.0295124293593563,-0.145832649221473,-0.0389334681423028,-2.9738732401736,0.410167807234983,0.692765924146677,0.554164244855627,-0.492478744277305,,0.156900361653999,0.106202459679165,0.257791476882487,0.530439693397571,-0.424705840684559,0.48599582589923,0.0650608237592881,,0.675863050818842,1.20726846373372,0.0262468566129999,-0.449714513593736,0.48599582589923,-316261437.281088,-0.416666666666667,16.666739442462,25.4540565083929
"601600","2014-01-13",9.50857765436307,37.8605521336634,8.98888996005791,40.0494389851982,0.13,98.81,2.67623902114244,0.16,0.13,0.25,0.74,3.3,3.71,3.38,3.29,3.72,-43.0,2.98603686948563,1.95,0.0119189193697319,56.6401408929655,6.35591639293946,15.69,3.31,3.68,3.42,3.26,3.8,-0.07838066627214,-108.37,-0.0374207221398127,-111.51,-4.66,,-90.93,1.13,-8.24099803845068,0.290922408960593,1.04,0.92,1.07,-0.0170779673008863,0.22,0.14432294296899,0.87,-111.68,0.23,0.27,0.19,0.3,0.21,0.988081080630268,-0.0374207221398127,-0.0466420410331703,-0.000832682652444536,0.0116109033052778,-0.0466420410331703,-0.0321606097607135,0.0165040178528242,0.0329071132283573,0.701517758692513,0.465896004875089,3.66754745544758,0.0448002280189032,11.0840857345371,0.5,0.0,0.0,-0.0360794081857504,-0.0256943030016117,-17.0,4.88338510444041,0.50109428960858,-11.0,0.866081255281613,-0.0015618600577536,25.8881482747886,24.4877887139511,24.1430188248265,0.858876810466044,0.0294913239527969,0.0759027222466915,0.903292654144315,0.0177954156836946,1.15085050237039,0.559700042549698,2.05619155776319,-0.471178609704383,-0.761304298152246,0.00214023556794796,0.00258998731327416,0.00229969877881547,5.49172881690701,1.75941979031248,0.0,0.000665764974851758,,-0.049696240099625,-0.40378523461747,-0.0295124293593563,-0.145832649221473,-0.0389334681423028,-2.9738732401736,0.410167807234983,0.692765924146677,0.550257802136841,-0.492478744277305,,0.156900361653999,0.106202459679165,0.257791476882487,0.530439693397571,-0.424705840684559,0.48599582589923,0.0650608237592881,,0.675863050818842,1.20726846373372,0.0262468566129999,-0.449714513593736,0.48599582589923,-332995504.764945,-0.25,25.4546359945511,35.4784895955574
"601600","2014-01-14",9.50857765436307,37.8605521336634,8.98888996005791,40.0494389851982,0.13,98.81,2.67623902114244,0.21,0.15,0.35,0.74,3.3,3.71,3.37,3.3,3.7,-43.0,2.98603686948563,1.95,0.0119189193697319,56.6401408929655,6.35591639293946,15.69,3.31,3.68,3.4,3.28,3.78,-0.07838066627214,-108.37,-0.0374207221398127,-111.51,-4.66,,-90.93,1.08,-7.84072099086879,0.276791891953936,0.98,0.9,1.02,-0.0170779673008863,0.22,0.14432294296899,0.87,-111.68,0.28,0.27,0.22,0.42,0.21,0.988081080630268,-0.0374207221398127,-0.0466420410331703,-0.000832682652444536,0.0116109033052778,-0.0466420410331703,-0.0321606097607135,0.0165040178528242,0.0329071132283573,0.701517758692513,0.465896004875089,3.66754745544758,0.0448002280189032,10.5457158560025,0.5,0.0,0.0,-0.0328838034607268,-0.0234185218786118,-16.0,4.45085670947568,0.456711652528963,-8.0,0.866081255281613,-0.0015618600577536,25.8881482747886,24.5805307656497,24.2357608765251,0.848832140931657,0.0297641019064538,0.026627141491681,0.889103214496229,0.0190438245982276,1.18941037873768,0.524561202852257,2.26743871310033,-0.378436488962848,-0.661214599709178,0.00225993537266242,0.00264958678938077,0.00233145304588036,5.76372644817044,1.60358546602766,0.0,0.000665764974851758,,-0.049696240099625,-0.40378523461747,-0.0295124293593563,-0.145832649221473,-0.0389334681423028,-2.9738732401736,0.410167807234983,0.692765924146677,0.527215654959145,-0.492478744277305,,0.156900361653999,0.106202459679165,0.257791476882487,0.530439693397571,-0.424705840684559,0.48599582589923,0.0650608237592881,,0.675863050818842,1.20726846373372,0.0262468566129999,-0.449714513593736,0.48599582589923,-301213068.344256,-0.0833333333333333,54.8781294357224,58.6843459133686
"601600","2014-01-15",9.50857765436307,37.8605521336634,8.98888996005791,40.0494389851982,0.13,98.81,2.67623902114244,0.25,0.17,0.44,0.74,3.29,3.7,3.35,3.29,3.68,-43.0,2.98603686948563,1.95,0.0119189193697319,56.6401408929655,6.35591639293946,15.69,3.29,3.69,3.38,3.28,3.77,-0.07838066627214,-108.37,-0.0374207221398127,-111.51,-4.66,,-90.93,1.05,-7.62880961273721,0.269311030009235,0.95,0.88,1.01,-0.0170779673008863,0.22,0.14432294296899,0.87,-111.68,0.33,0.28,0.24,0.51,0.21,0.988081080630268,-0.0374207221398127,-0.0466420410331703,-0.000832682652444536,0.0116109033052778,-0.0466420410331703,-0.0321606097607135,0.0165040178528242,0.0329071132283573,0.701517758692513,0.465896004875089,3.66754745544758,0.0448002280189032,10.2606965085429,0.5,0.0,0.0,-0.0320494833698872,-0.0221009892145112,-17.0,5.24036447050245,1.04231411034824,-7.0,0.875818600968647,0.118446545072763,25.8881482747886,24.5307401011467,24.1859702120221,0.811315957818193,0.0297641019064538,0.0150187910942692,0.88365345805599,0.0193934137210336,1.18941037873768,0.524561202852257,2.26743871310033,-0.443761504011314,-0.711005058010374,0.00227154995428217,0.00268266466408769,0.00234483799863665,5.7876162624172,1.68545018951856,0.0,0.000665764974851758,,-0.049696240099625,-0.40378523461747,-0.0295124293593563,-0.145832649221473,-0.0389334681423028,-2.9738732401736,0.410167807234983,0.692765924146677,0.539607090217354,-0.492478744277305,,0.156900361653999,0.106202459679165,0.257791476882487,0.530439693397571,-0.424705840684559,0.48599582589923,0.0650608237592881,,0.675863050818842,1.20726846373372,0.0262468566129999,-0.449714513593736,0.48599582589923,-282041621.785309,-0.0833333333333333,50.0000000000733,50.4494314244817
