ticker,dataDate,accountsPayablesTDays,accountsPayablesTRate,ARTDays,ARTRate,cashToCurrentDebt,costRatio,currentAssetsTRate,DAVOL10,DAVOL20,DAVOL5,debtsAssetRatio,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,equityTRate,fixedAssetTRate,grossIncomeRatio,inventoryTDays,inventoryTRate,MA10,MA120,MA20,MA5,MA60,netAssetGrowthRate,netProfitGrowthRate,netProfitRatio,NPParentCompanyYOY,operaProfitRatio,operatingRevenueGrowthRate,operProfitGrowthRrate,PB,PE,PS,REVS10,REVS20,REVS5,ROA5,taxRatio,totalAssetGrowthRate,totalProfitGrowthRate,VOL10,VOL120,VOL20,VOL5,VOL60,salesCostRatio,NPToTOR,operatingProfitToTOR,EBITToTOR,operatingProfitRatio,adminiExpenseRate,financialExpenseRate,currentRatio,quickRatio,debtEquityRatio,operCashInToCurrentDebt,PCF,REC,DAREC,GREC,FEP,DAFE,GFE,FSP,DAFS,GFS,FGE,FGS,ASSI,LCAP,LFLO,CMRA,DHILO,DVRAT,HBETA,HSIGMA,DDNBT,DDNCR,DDNSR,RSTR12,MNDTO3,MNDTO6,MNDTO12,TOBT,BTOP,CTOP,ETOP,EGRO,ROA,ROE,ROE5,SUE,BLEV,DTOA,MLEV,financingCashGrowthRate,operCashGrowthRate,longDebtToAsset,bondsPayableToAsset,equityToAsset,equityFixedAssetRatio,dilutedEPSTTM,operatingProfitGrowthRate,NPParentCompanyGrowthRate,fixAssetRatio,instangleAssetRatio,currentAssetsRatio,nonCurrentAssetsRatio,saleServiceCashToORTTM,cashRateOfSalesTTM,NOCFToOperatingNITTM,fixedAssetsTRate,WVAD,PSY,RSI,MFI
"600023","2014-01-02",36.883984543867,9.76033377228654,33.1348128703635,10.8647059939183,0.57,82.43,2.80940730449591,14.99,6.82,12.21,0.54,7.26,7.4,7.34,6.94,7.39,60.0,1.262648981901,1.13,0.175727312508155,24.7798006261916,14.5279619247416,7.42,0.62,3.71,7.0,1.24,0.131561684446653,1.21550588380915,0.130822905818446,64.61,15.45,,72.86,2.3,13.254827458327,1.30450249475117,1.23,1.23,0.93,,0.69,0.133410179932378,1.264804607507,16.38,16.38,16.38,10.82,16.38,0.824272687491845,0.130822905818446,0.154499399609772,0.195529699102892,0.154499399609772,0.0271304108810706,0.0373611992681824,0.803727282491796,0.651724946186837,1.7055941227625,0.484204927558723,5.75366746812603,1.0,,,1.56674773462617,,,11.7530403448128,,,0.841727372339239,0.0267479846942589,25.1223706027185,24.8431599519572,22.1369994307035,,,,,,,,,,,,,,9.60130235915096,0.0,,0.180873579026778,0.0727594930454005,0.230384785711762,,4.26671254920646,0.36495149692753,0.514935021306458,0.846571737636978,,1.00845705449199,0.267109507024231,0.0,0.461343928028845,0.852093982377849,0.514529519259453,1.28730435525453,1.13110166410333,0.541423760254028,0.018318350362005,,0.79069214134456,1.18522045095559,0.226725388976302,2.2355926552116,0.541423760254028,6.5767599412141E8,,,
"600023","2014-01-03",36.883984543867,9.76033377228654,33.1348128703635,10.8647059939183,0.57,82.43,2.80940730449591,15.91,7.24,11.36,0.54,7.1,7.34,7.27,6.85,7.32,60.0,1.262648981901,1.13,0.175727312508155,24.7798006261916,14.5279619247416,7.2,0.67,4.04,6.9,1.35,0.131561684446653,1.21550588380915,0.130822905818446,64.61,15.45,,72.86,2.27,13.0799103804312,1.28728765244507,0.76,1.22,0.93,,0.69,0.133410179932378,1.264804607507,12.81,15.8,15.8,10.51,15.8,0.824272687491845,0.130822905818446,0.154499399609772,0.195529699102892,0.154499399609772,0.0271304108810706,0.0373611992681824,0.803727282491796,0.651724946186837,1.7055941227625,0.484204927558723,5.67773930505692,1.0,,,1.47959122137166,,,11.9498026539492,,,0.75471137724552,0.0532028944820145,25.1223706027185,24.8519965337576,22.145836012504,,,,,,,,,,,,,,9.51683342343995,0.0,,0.180873579026778,0.0727594930454005,0.230384785711762,,4.26671254920646,0.36495149692753,0.514935021306458,0.845420453100718,,1.00845705449199,0.267109507024231,0.0,0.461343928028845,0.852093982377849,0.514529519259453,1.28730435525453,1.13110166410333,0.541423760254028,0.018318350362005,,0.79069214134456,1.18522045095559,0.226725388976302,2.2355926552116,0.541423760254028,5.96117191646048E8,,,
"600023","2014-01-06",36.883984543867,9.76033377228654,33.1348128703635,10.8647059939183,0.57,82.43,2.80940730449591,12.21,7.63,10.84,0.54,7.0,7.29,7.21,6.79,7.27,60.0,1.262648981901,1.13,0.175727312508155,24.7798006261916,14.5279619247416,7.08,0.73,4.38,6.8,1.46,0.131561684446653,1.21550588380915,0.130822905818446,64.61,15.45,,72.86,2.28,13.1576513039405,1.29493869347,0.85,1.22,0.93,,0.69,0.133410179932378,1.264804607507,13.21,15.26,15.26,10.19,15.26,0.824272687491845,0.130822905818446,0.154499399609772,0.195529699102892,0.154499399609772,0.0271304108810706,0.0373611992681824,0.803727282491796,0.651724946186837,1.7055941227625,0.484204927558723,5.71148515530986,1.0,,,1.49937773101853,,,12.1096068499158,,,0.75471137724552,0.0532028944820145,25.1223706027185,24.8387122055589,22.1325516843053,,,,,,,,,,,,,,9.64410162672518,0.0,,0.180873579026778,0.0727594930454005,0.230384785711762,,4.26671254920646,0.36495149692753,0.514935021306458,0.84714855656152,,1.00845705449199,0.267109507024231,0.0,0.461343928028845,0.852093982377849,0.514529519259453,1.28730435525453,1.13110166410333,0.541423760254028,0.018318350362005,,0.79069214134456,1.18522045095559,0.226725388976302,2.2355926552116,0.541423760254028,5.34180203337353E8,,,
"600023","2014-01-07",36.883984543867,9.76033377228654,33.1348128703635,10.8647059939183,0.57,82.43,2.80940730449591,12.15,7.85,9.63,0.54,6.93,7.24,7.16,6.74,7.22,60.0,1.262648981901,1.13,0.175727312508155,24.7798006261916,14.5279619247416,7.01,0.79,4.72,6.75,1.57,0.131561684446653,1.21550588380915,0.130822905818446,64.61,15.45,,72.86,2.25,12.9827342260446,1.2777238511639,0.9,1.21,0.97,,0.69,0.133410179932378,1.264804607507,11.23,14.48,14.48,8.39,14.48,0.824272687491845,0.130822905818446,0.154499399609772,0.195529699102892,0.154499399609772,0.0271304108810706,0.0373611992681824,0.803727282491796,0.651724946186837,1.7055941227625,0.484204927558723,5.63555699224075,1.0,,,1.49051877839803,,,12.0380582126933,,,0.75471137724552,0.0532028944820145,25.1223706027185,24.8446381488265,22.1384776275728,,,,,,,,,,,,,,9.58712022863523,0.0,,0.180873579026778,0.0727594930454005,0.230384785711762,,4.26671254920646,0.36495149692753,0.514935021306458,0.846379639179377,,1.00845705449199,0.267109507024231,0.0,0.461343928028845,0.852093982377849,0.514529519259453,1.28730435525453,1.13110166410333,0.541423760254028,0.018318350362005,,0.79069214134456,1.18522045095559,0.226725388976302,2.2355926552116,0.541423760254028,5.00405927819049E8,,45.0760731169268,
"600023","2014-01-08",36.883984543867,9.76033377228654,33.1348128703635,10.8647059939183,0.57,82.43,2.80940730449591,10.37,8.18,8.29,0.54,6.87,7.2,7.12,6.74,7.19,60.0,1.262648981901,1.13,0.175727312508155,24.7798006261916,14.5279619247416,6.93,0.84,5.05,6.75,1.68,0.131561684446653,1.21550588380915,0.130822905818446,64.61,15.45,,72.86,2.27,13.0993456113085,1.2892004127013,0.89,1.22,1.0,,0.69,0.133410179932378,1.264804607507,10.02,14.0,14.0,7.91,14.0,0.824272687491845,0.130822905818446,0.154499399609772,0.195529699102892,0.154499399609772,0.0271304108810706,0.0373611992681824,0.803727282491796,0.651724946186837,1.7055941227625,0.484204927558723,5.68617576762016,1.0,,,1.51060061822675,,,12.2002476197505,,,0.75471137724552,0.0532028944820145,25.1223706027185,24.8312550494508,22.1250945281972,,,,,,,,,,,,,,9.71628801614678,0.0,,0.180873579026778,0.0727594930454005,0.230384785711762,,4.26671254920646,0.36495149692753,0.514935021306458,0.848111670179528,,1.00845705449199,0.267109507024231,0.0,0.461343928028845,0.852093982377849,0.514529519259453,1.28730435525453,1.13110166410333,0.541423760254028,0.018318350362005,,0.79069214134456,1.18522045095559,0.226725388976302,2.2355926552116,0.541423760254028,4.22794723826206E8,-0.333333333333333,45.799529433146,
"600023","2014-01-09",36.883984543867,9.76033377228654,33.1348128703635,10.8647059939183,0.57,82.43,2.80940730449591,9.03,8.47,7.62,0.54,6.79,7.16,7.06,6.67,7.14,60.0,1.262648981901,1.13,0.175727312508155,24.7798006261916,14.5279619247416,6.85,0.9,5.38,6.69,1.79,0.131561684446653,1.21550588380915,0.130822905818446,64.61,15.45,,72.86,2.2,12.691205762885,1.2490324473204,0.89,1.18,0.96,,0.69,0.133410179932378,1.264804607507,9.34,13.54,13.54,7.86,13.54,0.824272687491845,0.130822905818446,0.154499399609772,0.195529699102892,0.154499399609772,0.0271304108810706,0.0373611992681824,0.803727282491796,0.651724946186837,1.7055941227625,0.484204927558723,5.50901005379223,1.0,,,1.49715313497844,,,12.0916400741741,,,0.75471137724552,0.0532028944820145,25.1223706027185,24.8401969868265,22.1340364655728,,,,,,,,,,,,,,9.62979287060244,0.0,,0.180873579026778,0.0727594930454005,0.230384785711762,,4.26671254920646,0.36495149692753,0.514935021306458,0.846956196268609,,1.00845705449199,0.267109507024231,0.0,0.461343928028845,0.852093982377849,0.514529519259453,1.28730435525453,1.13110166410333,0.541423760254028,0.018318350362005,,0.79069214134456,1.18522045095559,0.226725388976302,2.2355926552116,0.541423760254028,4.45942623248991E8,-0.166666666666667,18.2742198116775,
"600023","2014-01-10",36.883984543867,9.76033377228654,33.1348128703635,10.8647059939183,0.57,82.43,2.80940730449591,8.24,8.74,7.4,0.54,6.71,7.11,7.01,6.58,7.09,60.0,1.262648981901,1.13,0.175727312508155,24.7798006261916,14.5279619247416,6.76,0.95,5.7,6.62,1.9,0.131561684446653,1.21550588380915,0.130822905818446,64.61,15.45,,72.86,2.16,12.4385477614799,1.22416656398937,0.89,1.16,0.95,,0.69,0.133410179932378,1.264804607507,8.84,13.1,13.1,7.16,13.1,0.824272687491845,0.130822905818446,0.154499399609772,0.195529699102892,0.154499399609772,0.0271304108810706,0.0373611992681824,0.803727282491796,0.651724946186837,1.7055941227625,0.484204927558723,5.39933604047018,1.0,,,1.54530047928862,,,12.4804983307708,,,0.75471137724552,0.0532028944820145,25.1223706027185,24.8085440051906,22.102383483937,,,,,,,,,,,,,,9.93947993075964,0.0,,0.180873579026778,0.0727594930454005,0.230384785711762,,4.26671254920646,0.36495149692753,0.514935021306458,0.851014195436978,,1.00845705449199,0.267109507024231,0.0,0.461343928028845,0.852093982377849,0.514529519259453,1.28730435525453,1.13110166410333,0.541423760254028,0.018318350362005,,0.79069214134456,1.18522045095559,0.226725388976302,2.2355926552116,0.541423760254028,4.56977035668929E8,-0.166666666666667,22.6416255572981,25.6559880926135
"600023","2014-01-13",36.883984543867,9.76033377228654,33.1348128703635,10.8647059939183,0.57,82.43,2.80940730449591,7.73,9.03,6.73,0.54,6.59,7.04,6.93,6.43,7.02,60.0,1.262648981901,1.13,0.175727312508155,24.7798006261916,14.5279619247416,6.65,1.0,6.01,6.49,2.0,0.131561684446653,1.21550588380915,0.130822905818446,64.61,15.45,,72.86,2.06,11.8749260660378,1.1686965165586,0.84,1.1,0.9,,0.69,0.133410179932378,1.264804607507,8.43,12.74,12.74,6.68,12.74,0.824272687491845,0.130822905818446,0.154499399609772,0.195529699102892,0.154499399609772,0.0271304108810706,0.0373611992681824,0.803727282491796,0.651724946186837,1.7055941227625,0.484204927558723,5.15467862613637,1.0,,,1.57668939527417,,,12.7340084531146,,,0.75471137724552,0.0532028944820145,25.1223706027185,24.7884350522679,22.0822745310142,,,,,,,,,,,,,,10.1413756168532,0.0,,0.180873579026778,0.0727594930454005,0.230384785711762,,4.26671254920646,0.36495149692753,0.514935021306458,0.853545835205529,,1.00845705449199,0.267109507024231,0.0,0.461343928028845,0.852093982377849,0.514529519259453,1.28730435525453,1.13110166410333,0.541423760254028,0.018318350362005,,0.79069214134456,1.18522045095559,0.226725388976302,2.2355926552116,0.541423760254028,4.30044206814285E8,-0.333333333333333,14.4655196245813,21.5085148377968
"600023","2014-01-14",36.883984543867,9.76033377228654,33.1348128703635,10.8647059939183,0.57,82.43,2.80940730449591,7.14,9.26,5.92,0.54,6.5,6.99,6.86,6.32,6.96,60.0,1.262648981901,1.13,0.175727312508155,24.7798006261916,14.5279619247416,6.57,1.05,6.31,6.38,2.1,0.131561684446653,1.21550588380915,0.130822905818446,64.61,15.45,,72.86,2.07,11.9332317586698,1.1744347973273,0.89,1.11,0.92,,0.69,0.133410179932378,1.264804607507,7.58,12.34,12.34,6.76,12.34,0.824272687491845,0.130822905818446,0.154499399609772,0.195529699102892,0.154499399609772,0.0271304108810706,0.0373611992681824,0.803727282491796,0.651724946186837,1.7055941227625,0.484204927558723,5.17998801382608,1.0,,,1.65152408015625,,,13.3384049263393,,,0.75471137724552,0.0532028944820145,25.1223706027185,24.7420638350858,22.0359033138321,,,,,,,,,,,,,,10.6227175037415,0.0,,0.180873579026778,0.0727594930454005,0.230384785711762,,4.26671254920646,0.36495149692753,0.514935021306458,0.859247980384022,,1.00845705449199,0.267109507024231,0.0,0.461343928028845,0.852093982377849,0.514529519259453,1.28730435525453,1.13110166410333,0.541423760254028,0.018318350362005,,0.79069214134456,1.18522045095559,0.226725388976302,2.2355926552116,0.541423760254028,3.79834288157899E8,-0.333333333333333,13.6095835192716,24.9597189285328
"600023","2014-01-15",36.883984543867,9.76033377228654,33.1348128703635,10.8647059939183,0.57,82.43,2.80940730449591,6.17,9.46,5.81,0.54,6.42,6.94,6.8,6.2,6.91,60.0,1.262648981901,1.13,0.175727312508155,24.7798006261916,14.5279619247416,6.5,1.1,6.62,6.25,2.21,0.131561684446653,1.21550588380915,0.130822905818446,64.61,15.45,,72.86,2.04,11.758314680774,1.1572199550212,0.89,1.09,0.9,,0.69,0.133410179932378,1.264804607507,7.04,11.94,11.94,6.18,11.94,0.824272687491845,0.130822905818446,0.154499399609772,0.195529699102892,0.154499399609772,0.0271304108810706,0.0373611992681824,0.803727282491796,0.651724946186837,1.7055941227625,0.484204927558723,5.10405985075696,1.0,,,1.64345474425972,,,13.2732335667644,,,0.75471137724552,0.0532028944820145,25.1223706027185,24.7469618040613,22.0408012828077,,,,,,,,,,,,,,10.5708149752216,0.0,,0.180873579026778,0.0727594930454005,0.230384785711762,,4.26671254920646,0.36495149692753,0.514935021306458,0.858654572698622,,1.00845705449199,0.267109507024231,0.0,0.461343928028845,0.852093982377849,0.514529519259453,1.28730435525453,1.13110166410333,0.541423760254028,0.018318350362005,,0.79069214134456,1.18522045095559,0.226725388976302,2.2355926552116,0.541423760254028,3.22244811927903E8,-0.166666666666667,16.3522883681444,28.6158219058314
